Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Manipulation: Spreadsheet
9,1686262376090,08/06/2023 22:12:56,1686247976090,-4,08/06/2023 14:12:56,127819,12,task-t5nj,,29958660,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1422x641,,collocation,7,BCA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,2888.5900000007387,2886.1879999999946,2888.5900000007387,2888.5900000007387,2886.1879999999946,2888.5900000007387,1,2888.5900000007387,0,0,,Click Response,Response,2,object-5,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
10,1686262377972,08/06/2023 22:12:57,1686247977972,-4,08/06/2023 14:12:57,127819,12,task-t5nj,,29958660,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1422x641,,collocation,7,BCA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,1883.902000000744,1868.523000000001,1883.902000000744,1883.902000000744,1868.523000000001,1883.902000000744,1,1883.902000000744,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
11,1686262378456,08/06/2023 22:12:58,1686247978456,-4,08/06/2023 14:12:58,127819,12,task-t5nj,,29958660,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1422x641,,collocation,7,BCA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,500.0789999999979,483.78399999999965,500.0789999999979,500.0789999999979,483.78399999999965,500.0789999999979,1,500.0789999999979,0,0,,Click Response,Response,2,object-5,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
12,1686262378457,08/06/2023 22:12:58,1686247978457,-4,08/06/2023 14:12:58,127819,12,task-t5nj,,29958660,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1422x641,,collocation,7,BCA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1686264405013,08/06/2023 22:46:45,1686250005013,-4,08/06/2023 14:46:45,127819,12,task-t5nj,,29959121,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x740,,collocation,7,CAB,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1686264482402,08/06/2023 22:48:02,1686250082402,-4,08/06/2023 14:48:02,127819,12,task-t5nj,,29959121,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x740,,collocation,7,CAB,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,77387,77370,77387,77387,77370,77387,1,77387,0,0,,Click Response,Response,2,object-5,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
3,1686264539232,08/06/2023 22:48:59,1686250139232,-4,08/06/2023 14:48:59,127819,12,task-t5nj,,29959121,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x740,,collocation,7,CAB,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,56847,56830,56847,56847,56830,56847,1,56847,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
4,1686264553244,08/06/2023 22:49:13,1686250153244,-4,08/06/2023 14:49:13,127819,12,task-t5nj,,29959121,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x740,,collocation,7,CAB,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,14028,14011,14028,14028,14011,14028,1,14028,0,0,,Click Response,Response,3,object-6,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
5,1686264564944,08/06/2023 22:49:24,1686250164944,-4,08/06/2023 14:49:24,127819,12,task-t5nj,,29959121,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x740,,collocation,7,CAB,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,11717,11700,11717,11717,11700,11717,1,11717,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
6,1686264572626,08/06/2023 22:49:32,1686250172626,-4,08/06/2023 14:49:32,127819,12,task-t5nj,,29959121,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x740,,collocation,7,CAB,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,7697,7681,7697,7697,7681,7697,1,7697,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
7,1686264579295,08/06/2023 22:49:39,1686250179295,-4,08/06/2023 14:49:39,127819,12,task-t5nj,,29959121,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x740,,collocation,7,CAB,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,6684,6668,6684,6684,6668,6684,1,6684,0,0,,Click Response,Response,3,object-6,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
8,1686264604695,08/06/2023 22:50:04,1686250204695,-4,08/06/2023 14:50:04,127819,12,task-t5nj,,29959121,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x740,,collocation,7,CAB,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,25419,25402,25419,25419,25402,25419,1,25419,0,0,,Click Response,Response,2,object-5,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
9,1686264630747,08/06/2023 22:50:30,1686250230747,-4,08/06/2023 14:50:30,127819,12,task-t5nj,,29959121,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x740,,collocation,7,CAB,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,26065,26049,26065,26065,26049,26065,1,26065,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
10,1686264642208,08/06/2023 22:50:42,1686250242208,-4,08/06/2023 14:50:42,127819,12,task-t5nj,,29959121,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x740,,collocation,7,CAB,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,11477,11461,11477,11477,11461,11477,1,11477,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
11,1686264660206,08/06/2023 22:51:00,1686250260206,-4,08/06/2023 14:51:00,127819,12,task-t5nj,,29959121,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x740,,collocation,7,CAB,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,18017,18000,18017,18017,18000,18017,1,18017,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
12,1686264660212,08/06/2023 22:51:00,1686250260212,-4,08/06/2023 14:51:00,127819,12,task-t5nj,,29959121,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x740,,collocation,7,CAB,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1686275789780,09/06/2023 01:56:29,1686250589780,-7,08/06/2023 11:56:29,127819,12,task-t5nj,,29959277,BLIND,8920182,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1707x960,1707x841,,collocation,7,CBA,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1686275886591,09/06/2023 01:58:06,1686250686591,-7,08/06/2023 11:58:06,127819,12,task-t5nj,,29959277,BLIND,8920182,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1707x960,1707x841,,collocation,7,CBA,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,96814.87,96813.271,96814.87,96814.87,96813.271,96814.87,1,96814.87,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
3,1686275921303,09/06/2023 01:58:41,1686250721303,-7,08/06/2023 11:58:41,127819,12,task-t5nj,,29959277,BLIND,8920182,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1707x960,1707x841,,collocation,7,CBA,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,34712.865999999995,34706.816999999995,34712.865999999995,34712.865999999995,34706.816999999995,34712.865999999995,1,34712.865999999995,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
4,1686275960482,09/06/2023 01:59:20,1686250760482,-7,08/06/2023 11:59:20,127819,12,task-t5nj,,29959277,BLIND,8920182,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1707x960,1707x841,,collocation,7,CBA,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,39185.881999994046,39183.985000000015,39185.881999994046,39185.881999994046,39183.985000000015,39185.881999994046,1,39185.881999994046,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
5,1686275991090,09/06/2023 01:59:51,1686250791090,-7,08/06/2023 11:59:51,127819,12,task-t5nj,,29959277,BLIND,8920182,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1707x960,1707x841,,collocation,7,CBA,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,30610.29699999999,30605.853000000003,30610.29699999999,30610.29699999999,30605.853000000003,30610.29699999999,1,30610.29699999999,0,0,,Click Response,Response,2,object-5,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
6,1686276025305,09/06/2023 02:00:25,1686250825305,-7,08/06/2023 12:00:25,127819,12,task-t5nj,,29959277,BLIND,8920182,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1707x960,1707x841,,collocation,7,CBA,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,34219.24399999701,34215.457999999984,34219.24399999701,34219.24399999701,34215.457999999984,34219.24399999701,1,34219.24399999701,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
7,1686276060856,09/06/2023 02:01:00,1686250860856,-7,08/06/2023 12:01:00,127819,12,task-t5nj,,29959277,BLIND,8920182,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1707x960,1707x841,,collocation,7,CBA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,35555.186000002985,35550.09,35555.186000002985,35555.186000002985,35550.09,35555.186000002985,1,35555.186000002985,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
8,1686276071933,09/06/2023 02:01:11,1686250871933,-7,08/06/2023 12:01:11,127819,12,task-t5nj,,29959277,BLIND,8920182,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1707x960,1707x841,,collocation,7,CBA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,11081.396000000008,11077.635999999999,11081.396000000008,11081.396000000008,11077.635999999999,11081.396000000008,1,11081.396000000008,0,0,,Click Response,Response,3,object-6,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
9,1686276078019,09/06/2023 02:01:18,1686250878019,-7,08/06/2023 12:01:18,127819,12,task-t5nj,,29959277,BLIND,8920182,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1707x960,1707x841,,collocation,7,CBA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,6089.659999991069,6084.693000000028,6089.659999991069,6089.659999991069,6084.693000000028,6089.659999991069,1,6089.659999991069,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
10,1686276080461,09/06/2023 02:01:20,1686250880461,-7,08/06/2023 12:01:20,127819,12,task-t5nj,,29959277,BLIND,8920182,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1707x960,1707x841,,collocation,7,CBA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,2446.96699999104,2444.8279999999795,2446.96699999104,2446.96699999104,2444.8279999999795,2446.96699999104,1,2446.96699999104,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
11,1686276085621,09/06/2023 02:01:25,1686250885621,-7,08/06/2023 12:01:25,127819,12,task-t5nj,,29959277,BLIND,8920182,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1707x960,1707x841,,collocation,7,CBA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,5162.239000000001,5156.620999999985,5162.239000000001,5162.239000000001,5156.620999999985,5162.239000000001,1,5162.239000000001,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
12,1686276085624,09/06/2023 02:01:25,1686250885624,-7,08/06/2023 12:01:25,127819,12,task-t5nj,,29959277,BLIND,8920182,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1707x960,1707x841,,collocation,7,CBA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1686244032101,08/06/2023 17:07:12,1686251232101,2,08/06/2023 21:07:12,127819,12,task-t5nj,,29959424,BLIND,8920253,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 112.0.0.0,1536x864,1536x746,,collocation,7,ABC,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1686244044884,08/06/2023 17:07:24,1686251244884,2,08/06/2023 21:07:24,127819,12,task-t5nj,,29959424,BLIND,8920253,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 112.0.0.0,1536x864,1536x746,,collocation,7,ABC,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,12808.60999999404,12795.425000000001,12808.60999999404,12808.60999999404,12795.425000000001,12808.60999999404,1,12808.60999999404,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
3,1686244048752,08/06/2023 17:07:28,1686251248752,2,08/06/2023 21:07:28,127819,12,task-t5nj,,29959424,BLIND,8920253,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 112.0.0.0,1536x864,1536x746,,collocation,7,ABC,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,3881.7850000029794,3865.446,3881.7850000029794,3881.7850000029794,3865.446,3881.7850000029794,1,3881.7850000029794,0,0,,Click Response,Response,2,object-5,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
4,1686244053400,08/06/2023 17:07:33,1686251253400,2,08/06/2023 21:07:33,127819,12,task-t5nj,,29959424,BLIND,8920253,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 112.0.0.0,1536x864,1536x746,,collocation,7,ABC,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,4664.339000002979,4648.382999999998,4664.339000002979,4664.339000002979,4648.382999999998,4664.339000002979,1,4664.339000002979,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
5,1686244064962,08/06/2023 17:07:44,1686251264962,2,08/06/2023 21:07:44,127819,12,task-t5nj,,29959424,BLIND,8920253,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 112.0.0.0,1536x864,1536x746,,collocation,7,ABC,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,11578.256000000001,11562.335,11578.256000000001,11578.256000000001,11562.335,11578.256000000001,1,11578.256000000001,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
6,1686244082114,08/06/2023 17:08:02,1686251282114,2,08/06/2023 21:08:02,127819,12,task-t5nj,,29959424,BLIND,8920253,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 112.0.0.0,1536x864,1536x746,,collocation,7,ABC,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,17167.32099999106,17161.54,17167.32099999106,17167.32099999106,17161.54,17167.32099999106,1,17167.32099999106,0,0,,Click Response,Response,3,object-6,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
7,1686244086510,08/06/2023 17:08:06,1686251286510,2,08/06/2023 21:08:06,127819,12,task-t5nj,,29959424,BLIND,8920253,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 112.0.0.0,1536x864,1536x746,,collocation,7,ABC,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,4402.581000002981,4398.476999999999,4402.581000002981,4402.581000002981,4398.476999999999,4402.581000002981,1,4402.581000002981,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
8,1686244093482,08/06/2023 17:08:13,1686251293482,2,08/06/2023 21:08:13,127819,12,task-t5nj,,29959424,BLIND,8920253,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 112.0.0.0,1536x864,1536x746,,collocation,7,ABC,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,6975.303999991062,6964.2980000000025,6975.303999991062,6975.303999991062,6964.2980000000025,6975.303999991062,1,6975.303999991062,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
9,1686244097983,08/06/2023 17:08:17,1686251297983,2,08/06/2023 21:08:17,127819,12,task-t5nj,,29959424,BLIND,8920253,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 112.0.0.0,1536x864,1536x746,,collocation,7,ABC,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,4512.80600000298,4498.4649999999965,4512.80600000298,4512.80600000298,4498.4649999999965,4512.80600000298,1,4512.80600000298,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
