Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Spreadsheet: randomise_trials,Manipulation: Spreadsheet
2,1680040616767,28/03/2023 21:56:56,1680022616767,-5,28/03/2023 11:56:56,127819,11,task-6yod,,28498606,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,Interpretation,3,ACB,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,8773,8757,8773,8773,8757,8773,1,0,8773,0,0,,Click Response,Response,3,object-6,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
3,1680040629505,28/03/2023 21:57:09,1680022629505,-5,28/03/2023 11:57:09,127819,11,task-6yod,,28498606,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,Interpretation,3,ACB,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,12707,12691,12707,12707,12691,12707,1,0,12707,0,0,,Click Response,Response,3,object-6,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
4,1680040630536,28/03/2023 21:57:10,1680022630536,-5,28/03/2023 11:57:10,127819,11,task-6yod,,28498606,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,Interpretation,3,ACB,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,1050,1033,1050,1050,1033,1050,1,0,1050,0,0,,Click Response,Response,3,object-6,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
5,1680040631487,28/03/2023 21:57:11,1680022631487,-5,28/03/2023 11:57:11,127819,11,task-6yod,,28498606,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,Interpretation,3,ACB,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,966,950,966,966,950,966,1,0,966,0,0,,Click Response,Response,2,object-5,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
6,1680040632388,28/03/2023 21:57:12,1680022632388,-5,28/03/2023 11:57:12,127819,11,task-6yod,,28498606,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,Interpretation,3,ACB,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,917,901,917,917,901,917,1,0,917,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
7,1680040634239,28/03/2023 21:57:14,1680022634239,-5,28/03/2023 11:57:14,127819,11,task-6yod,,28498606,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,Interpretation,3,ACB,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,1869,1852,1869,1869,1852,1869,1,0,1869,0,0,,Click Response,Response,2,object-5,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
8,1680040638895,28/03/2023 21:57:18,1680022638895,-5,28/03/2023 11:57:18,127819,11,task-6yod,,28498606,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,Interpretation,3,ACB,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,4673,4656,4673,4673,4656,4673,1,0,4673,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
9,1680040647879,28/03/2023 21:57:27,1680022647879,-5,28/03/2023 11:57:27,127819,11,task-6yod,,28498606,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,Interpretation,3,ACB,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,9001,8984,9001,9001,8984,9001,1,0,9001,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
10,1680040657977,28/03/2023 21:57:37,1680022657977,-5,28/03/2023 11:57:37,127819,11,task-6yod,,28498606,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,Interpretation,3,ACB,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,10114,10097,10114,10114,10097,10114,1,0,10114,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
11,1680040672499,28/03/2023 21:57:52,1680022672499,-5,28/03/2023 11:57:52,127819,11,task-6yod,,28498606,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,Interpretation,3,ACB,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,14539,14522,14539,14539,14522,14539,1,0,14539,0,0,,Click Response,Response,3,object-6,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
12,1680040672507,28/03/2023 21:57:52,1680022672507,-5,28/03/2023 11:57:52,127819,11,task-6yod,,28498606,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,Interpretation,3,ACB,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680037209046,28/03/2023 21:00:09,1680022809046,-4,28/03/2023 13:00:09,127819,11,task-6yod,,28498707,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Interpretation,3,CAB,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680037221640,28/03/2023 21:00:21,1680022821640,-4,28/03/2023 13:00:21,127819,11,task-6yod,,28498707,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Interpretation,3,CAB,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,12603.739999952315,12600.687999999998,12603.739999952315,12603.739999952315,12600.687999999998,12603.739999952315,1,0,12603.739999952315,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
3,1680037224221,28/03/2023 21:00:24,1680022824221,-4,28/03/2023 13:00:24,127819,11,task-6yod,,28498707,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Interpretation,3,CAB,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,2584.5519999523167,2583.4720000000016,2584.5519999523167,2584.5519999523167,2583.4720000000016,2584.5519999523167,1,0,2584.5519999523167,0,0,,Click Response,Response,3,object-6,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
4,1680037230806,28/03/2023 21:00:30,1680022830806,-4,28/03/2023 13:00:30,127819,11,task-6yod,,28498707,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Interpretation,3,CAB,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,6585.779999999999,6583.720999999998,6585.779999999999,6585.779999999999,6583.720999999998,6585.779999999999,1,0,6585.779999999999,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
5,1680037234024,28/03/2023 21:00:34,1680022834024,-4,28/03/2023 13:00:34,127819,11,task-6yod,,28498707,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Interpretation,3,CAB,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,3216.860999999997,3200.178,3216.860999999997,3216.860999999997,3200.178,3216.860999999997,1,0,3216.860999999997,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
6,1680037237805,28/03/2023 21:00:37,1680022837805,-4,28/03/2023 13:00:37,127819,11,task-6yod,,28498707,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Interpretation,3,CAB,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,3801.381000000001,3800.202000000005,3801.381000000001,3801.381000000001,3800.202000000005,3801.381000000001,1,0,3801.381000000001,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
7,1680037241355,28/03/2023 21:00:41,1680022841355,-4,28/03/2023 13:00:41,127819,11,task-6yod,,28498707,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Interpretation,3,CAB,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,3551.5789999761546,3550.202999999994,3551.5789999761546,3551.5789999761546,3550.202999999994,3551.5789999761546,1,0,3551.5789999761546,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
8,1680037247039,28/03/2023 21:00:47,1680022847039,-4,28/03/2023 13:00:47,127819,11,task-6yod,,28498707,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Interpretation,3,CAB,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,5685.1759999880815,5683.653000000006,5685.1759999880815,5685.1759999880815,5683.653000000006,5685.1759999880815,1,0,5685.1759999880815,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
9,1680037250972,28/03/2023 21:00:50,1680022850972,-4,28/03/2023 13:00:50,127819,11,task-6yod,,28498707,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Interpretation,3,CAB,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,3934.8229999999967,3933.555999999997,3934.8229999999967,3934.8229999999967,3933.555999999997,3934.8229999999967,1,0,3934.8229999999967,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
10,1680037253873,28/03/2023 21:00:53,1680022853873,-4,28/03/2023 13:00:53,127819,11,task-6yod,,28498707,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Interpretation,3,CAB,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,2901.466999988079,2900.1670000000013,2901.466999988079,2901.466999988079,2900.1670000000013,2901.466999988079,1,0,2901.466999988079,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
11,1680037257990,28/03/2023 21:00:57,1680022857990,-4,28/03/2023 13:00:57,127819,11,task-6yod,,28498707,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Interpretation,3,CAB,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,4118.799999988078,4116.894,4118.799999988078,4118.799999988078,4116.894,4118.799999988078,1,0,4118.799999988078,0,0,,Click Response,Response,2,object-5,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
12,1680037257992,28/03/2023 21:00:57,1680022857992,-4,28/03/2023 13:00:57,127819,11,task-6yod,,28498707,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Interpretation,3,CAB,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680037492974,28/03/2023 21:04:52,1680023092974,-4,28/03/2023 13:04:52,127819,11,task-6yod,,28498859,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,Interpretation,3,ABC,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680037500421,28/03/2023 21:05:00,1680023100421,-4,28/03/2023 13:05:00,127819,11,task-6yod,,28498859,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,Interpretation,3,ABC,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,7465.290000000279,7464.141,7465.290000000279,7465.290000000279,7464.141,7465.290000000279,1,0,7465.290000000279,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
3,1680037515406,28/03/2023 21:05:15,1680023115406,-4,28/03/2023 13:05:15,127819,11,task-6yod,,28498859,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,Interpretation,3,ABC,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,14986.749000000373,14978.334,14986.749000000373,14986.749000000373,14978.334,14986.749000000373,1,0,14986.749000000373,0,0,,Click Response,Response,2,object-5,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
4,1680037523712,28/03/2023 21:05:23,1680023123712,-4,28/03/2023 13:05:23,127819,11,task-6yod,,28498859,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,Interpretation,3,ABC,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,8313.845000000001,8297.184000000001,8313.845000000001,8313.845000000001,8297.184000000001,8313.845000000001,1,0,8313.845000000001,0,0,,Click Response,Response,3,object-6,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
5,1680037533033,28/03/2023 21:05:33,1680023133033,-4,28/03/2023 13:05:33,127819,11,task-6yod,,28498859,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,Interpretation,3,ABC,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,9337.031000000185,9330.218,9337.031000000185,9337.031000000185,9330.218,9337.031000000185,1,0,9337.031000000185,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
6,1680037545369,28/03/2023 21:05:45,1680023145369,-4,28/03/2023 13:05:45,127819,11,task-6yod,,28498859,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,Interpretation,3,ABC,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,12342.813000000184,12329.170999999995,12342.813000000184,12342.813000000184,12329.170999999995,12342.813000000184,1,0,12342.813000000184,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
7,1680037551408,28/03/2023 21:05:51,1680023151408,-4,28/03/2023 13:05:51,127819,11,task-6yod,,28498859,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,Interpretation,3,ABC,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,6053.342000000375,6047.954000000005,6053.342000000375,6053.342000000375,6047.954000000005,6053.342000000375,1,0,6053.342000000375,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
8,1680037562386,28/03/2023 21:06:02,1680023162386,-4,28/03/2023 13:06:02,127819,11,task-6yod,,28498859,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,Interpretation,3,ABC,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,10983.487999999998,10979.595000000001,10983.487999999998,10983.487999999998,10979.595000000001,10983.487999999998,1,0,10983.487999999998,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
9,1680037577428,28/03/2023 21:06:17,1680023177428,-4,28/03/2023 13:06:17,127819,11,task-6yod,,28498859,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,Interpretation,3,ABC,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,15045.693000000276,15044.997000000003,15045.693000000276,15045.693000000276,15044.997000000003,15045.693000000276,1,0,15045.693000000276,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
10,1680037583948,28/03/2023 21:06:23,1680023183948,-4,28/03/2023 13:06:23,127819,11,task-6yod,,28498859,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,Interpretation,3,ABC,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,6520.59600000018,6514.431999999986,6520.59600000018,6520.59600000018,6514.431999999986,6520.59600000018,1,0,6520.59600000018,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
11,1680037605577,28/03/2023 21:06:45,1680023205577,-4,28/03/2023 13:06:45,127819,11,task-6yod,,28498859,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,Interpretation,3,ABC,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,21635.86400000038,21626.031000000003,21635.86400000038,21635.86400000038,21626.031000000003,21635.86400000038,1,0,21635.86400000038,0,0,,Click Response,Response,3,object-6,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
12,1680037605579,28/03/2023 21:06:45,1680023205579,-4,28/03/2023 13:06:45,127819,11,task-6yod,,28498859,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,Interpretation,3,ABC,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680041372962,28/03/2023 22:09:32,1680023372962,-5,28/03/2023 12:09:32,127819,11,task-6yod,,28499006,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,Interpretation,3,BAC,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680041458719,28/03/2023 22:10:58,1680023458719,-5,28/03/2023 12:10:58,127819,11,task-6yod,,28499006,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,683x624,,Interpretation,3,BAC,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,85778.13900000002,85761.55600000001,85778.13900000002,85778.13900000002,85761.55600000001,85778.13900000002,1,0,85778.13900000002,0,0,,Click Response,Response,2,object-5,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
3,1680041464278,28/03/2023 22:11:04,1680023464278,-5,28/03/2023 12:11:04,127819,11,task-6yod,,28499006,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,683x624,,Interpretation,3,BAC,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,5578.515000143045,5566.303,5578.515000143045,5578.515000143045,5566.303,5578.515000143045,1,0,5578.515000143045,0,0,,Click Response,Response,3,object-6,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
4,1680041496975,28/03/2023 22:11:36,1680023496975,-5,28/03/2023 12:11:36,127819,11,task-6yod,,28499006,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,683x624,,Interpretation,3,BAC,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,32709.212000143045,32698.03,32709.212000143045,32709.212000143045,32698.03,32709.212000143045,1,0,32709.212000143045,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
5,1680041521540,28/03/2023 22:12:01,1680023521540,-5,28/03/2023 12:12:01,127819,11,task-6yod,,28499006,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,683x624,,Interpretation,3,BAC,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,24574.78200004768,24565.23999999999,24574.78200004768,24574.78200004768,24565.23999999999,24574.78200004768,1,0,24574.78200004768,0,0,,Click Response,Response,2,object-5,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
6,1680041542987,28/03/2023 22:12:22,1680023542987,-5,28/03/2023 12:12:22,127819,11,task-6yod,,28499006,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,683x624,,Interpretation,3,BAC,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,21456.542000047688,21448.695999999996,21456.542000047688,21456.542000047688,21448.695999999996,21456.542000047688,1,0,21456.542000047688,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
7,1680041549300,28/03/2023 22:12:29,1680023549300,-5,28/03/2023 12:12:29,127819,11,task-6yod,,28499006,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,683x624,,Interpretation,3,BAC,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,6321.246000143059,6316.287000000011,6321.246000143059,6321.246000143059,6316.287000000011,6321.246000143059,1,0,6321.246000143059,0,0,,Click Response,Response,3,object-6,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
8,1680041562092,28/03/2023 22:12:42,1680023562092,-5,28/03/2023 12:12:42,127819,11,task-6yod,,28499006,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,683x624,,Interpretation,3,BAC,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,12796.759000095364,12782.541999999987,12796.759000095364,12796.759000095364,12782.541999999987,12796.759000095364,1,0,12796.759000095364,0,0,,Click Response,Response,2,object-5,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
9,1680041569081,28/03/2023 22:12:49,1680023569081,-5,28/03/2023 12:12:49,127819,11,task-6yod,,28499006,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,683x624,,Interpretation,3,BAC,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,7003.917000143061,6999.565000000002,7003.917000143061,7003.917000143061,6999.565000000002,7003.917000143061,1,0,7003.917000143061,0,0,,Click Response,Response,3,object-6,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
10,1680041578552,28/03/2023 22:12:58,1680023578552,-5,28/03/2023 12:12:58,127819,11,task-6yod,,28499006,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,683x624,,Interpretation,3,BAC,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,9474.952000047691,9466.140000000014,9474.952000047691,9474.952000047691,9466.140000000014,9474.952000047691,1,0,9474.952000047691,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
11,1680041602083,28/03/2023 22:13:22,1680023602083,-5,28/03/2023 12:13:22,127819,11,task-6yod,,28499006,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,683x624,,Interpretation,3,BAC,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,23540.212000143045,23531.907000000007,23540.212000143045,23540.212000143045,23531.907000000007,23540.212000143045,1,0,23540.212000143045,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
12,1680041602085,28/03/2023 22:13:22,1680023602085,-5,28/03/2023 12:13:22,127819,11,task-6yod,,28499006,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,683x624,,Interpretation,3,BAC,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680041608976,28/03/2023 22:13:28,1680023608976,-5,28/03/2023 12:13:28,127819,11,task-6yod,,28499136,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,Interpretation,3,BCA,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680041612632,28/03/2023 22:13:32,1680023612632,-5,28/03/2023 12:13:32,127819,11,task-6yod,,28499136,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,Interpretation,3,BCA,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,3669.7260000000006,3653.054,3669.7260000000006,3669.7260000000006,3653.054,3669.7260000000006,1,0,3669.7260000000006,0,0,,Click Response,Response,2,object-5,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
