Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
12,1680092594834,29/03/2023 12:23:14,1680096194834,1,29/03/2023 14:23:14,127819,12,questionnaire-zbjj,,28525759,BLIND,8477809,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1280x720,1280x616,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,13,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
13,1680092594838,29/03/2023 12:23:14,1680096194838,1,29/03/2023 14:23:14,127819,12,questionnaire-zbjj,,28525759,BLIND,8477809,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1280x720,1280x616,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,What is your prolific id?,action,value,5f4a9363207a7e05019afbff,,,Text Input,6,object-7
14,1680092594841,29/03/2023 12:23:14,1680096194841,1,29/03/2023 14:23:14,127819,12,questionnaire-zbjj,,28525759,BLIND,8477809,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1280x720,1280x616,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,value,English,,English|Spanish|Portuguese,Multiple Choice,1,object-2
15,1680092594842,29/03/2023 12:23:14,1680096194842,1,29/03/2023 14:23:14,127819,12,questionnaire-zbjj,,28525759,BLIND,8477809,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1280x720,1280x616,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,quantised,1,,English|Spanish|Portuguese,Multiple Choice,1,object-2
16,1680092594843,29/03/2023 12:23:14,1680096194843,1,29/03/2023 14:23:14,127819,12,questionnaire-zbjj,,28525759,BLIND,8477809,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1280x720,1280x616,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,value,Yes,,Yes|No,Multiple Choice,2,object-3
17,1680092594843,29/03/2023 12:23:14,1680096194843,1,29/03/2023 14:23:14,127819,12,questionnaire-zbjj,,28525759,BLIND,8477809,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1280x720,1280x616,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,quantised,1,,Yes|No,Multiple Choice,2,object-3
18,1680092594844,29/03/2023 12:23:14,1680096194844,1,29/03/2023 14:23:14,127819,12,questionnaire-zbjj,,28525759,BLIND,8477809,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1280x720,1280x616,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
19,1680092594845,29/03/2023 12:23:14,1680096194845,1,29/03/2023 14:23:14,127819,12,questionnaire-zbjj,,28525759,BLIND,8477809,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1280x720,1280x616,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
20,1680092594847,29/03/2023 12:23:14,1680096194847,1,29/03/2023 14:23:14,127819,12,questionnaire-zbjj,,28525759,BLIND,8477809,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1280x720,1280x616,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,value,12,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
21,1680092594848,29/03/2023 12:23:14,1680096194848,1,29/03/2023 14:23:14,127819,12,questionnaire-zbjj,,28525759,BLIND,8477809,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1280x720,1280x616,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,13,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
22,1680092594848,29/03/2023 12:23:14,1680096194848,1,29/03/2023 14:23:14,127819,12,questionnaire-zbjj,,28525759,BLIND,8477809,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1280x720,1280x616,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,value,12,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
23,1680092594849,29/03/2023 12:23:14,1680096194849,1,29/03/2023 14:23:14,127819,12,questionnaire-zbjj,,28525759,BLIND,8477809,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1280x720,1280x616,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,13,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
24,1680092594849,29/03/2023 12:23:14,1680096194849,1,29/03/2023 14:23:14,127819,12,questionnaire-zbjj,,28525759,BLIND,8477809,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1280x720,1280x616,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,What is your prolific id?,response,value,5f4a9363207a7e05019afbff,,,Text Input,6,object-7
25,1680092594850,29/03/2023 12:23:14,1680096194850,1,29/03/2023 14:23:14,127819,12,questionnaire-zbjj,,28525759,BLIND,8477809,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1280x720,1280x616,,Questionnaire,3,BCA,BA,,,,,,,END,,,,,
1,1680111071146,29/03/2023 17:31:11,1680096671146,-4,29/03/2023 09:31:11,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,,,,,,,BEGIN,,,,,
2,1680111101906,29/03/2023 17:31:41,1680096701906,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,,continue,,,,,screen,0,screen
3,1680111101918,29/03/2023 17:31:41,1680096701918,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,value,English,,English|Spanish|Portuguese,Multiple Choice,1,object-2
4,1680111101920,29/03/2023 17:31:41,1680096701920,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,quantised,1,,English|Spanish|Portuguese,Multiple Choice,1,object-2
5,1680111101923,29/03/2023 17:31:41,1680096701923,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,value,Yes,,Yes|No,Multiple Choice,2,object-3
6,1680111101924,29/03/2023 17:31:41,1680096701924,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,quantised,1,,Yes|No,Multiple Choice,2,object-3
7,1680111101927,29/03/2023 17:31:41,1680096701927,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,value,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
8,1680111101929,29/03/2023 17:31:41,1680096701929,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,2,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
9,1680111101932,29/03/2023 17:31:41,1680096701932,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,value,12,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
10,1680111101935,29/03/2023 17:31:41,1680096701935,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,13,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
11,1680111101937,29/03/2023 17:31:41,1680096701937,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,value,12,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
12,1680111101940,29/03/2023 17:31:41,1680096701940,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,13,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
13,1680111101943,29/03/2023 17:31:41,1680096701943,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,What is your prolific id?,action,value,6026aaab6d051201e5e6adbc,,,Text Input,6,object-7
14,1680111101955,29/03/2023 17:31:41,1680096701955,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,value,English,,English|Spanish|Portuguese,Multiple Choice,1,object-2
15,1680111101957,29/03/2023 17:31:41,1680096701957,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,quantised,1,,English|Spanish|Portuguese,Multiple Choice,1,object-2
16,1680111101960,29/03/2023 17:31:41,1680096701960,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,value,Yes,,Yes|No,Multiple Choice,2,object-3
17,1680111101962,29/03/2023 17:31:41,1680096701962,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,quantised,1,,Yes|No,Multiple Choice,2,object-3
18,1680111101965,29/03/2023 17:31:41,1680096701965,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,value,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
19,1680111101967,29/03/2023 17:31:41,1680096701967,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,2,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
20,1680111101970,29/03/2023 17:31:41,1680096701970,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,value,12,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
21,1680111101973,29/03/2023 17:31:41,1680096701973,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,13,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
22,1680111101975,29/03/2023 17:31:41,1680096701975,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,value,12,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
23,1680111101980,29/03/2023 17:31:41,1680096701980,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,13,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
24,1680111101983,29/03/2023 17:31:41,1680096701983,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,What is your prolific id?,response,value,6026aaab6d051201e5e6adbc,,,Text Input,6,object-7
25,1680111101986,29/03/2023 17:31:41,1680096701986,-4,29/03/2023 09:31:41,127819,12,questionnaire-zbjj,,28526073,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Questionnaire,3,CAB,AB,,,,,,,END,,,,,
1,1680096933954,29/03/2023 13:35:33,1680096933954,0,29/03/2023 13:35:33,127819,12,questionnaire-zbjj,,28526233,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Questionnaire,3,CBA,BA,,,,,,,BEGIN,,,,,
2,1680096959276,29/03/2023 13:35:59,1680096959276,0,29/03/2023 13:35:59,127819,12,questionnaire-zbjj,,28526233,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Questionnaire,3,CBA,BA,Page 1,mowvol,1,,continue,,,,,screen,0,screen
3,1680096964777,29/03/2023 13:36:04,1680096964777,0,29/03/2023 13:36:04,127819,12,questionnaire-zbjj,,28526233,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Questionnaire,3,CBA,BA,Page 1,mowvol,1,,continue,,,,,screen,0,screen
4,1680096964779,29/03/2023 13:36:04,1680096964779,0,29/03/2023 13:36:04,127819,12,questionnaire-zbjj,,28526233,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Questionnaire,3,CBA,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,value,Spanish,,English|Spanish|Portuguese,Multiple Choice,1,object-2
5,1680096964780,29/03/2023 13:36:04,1680096964780,0,29/03/2023 13:36:04,127819,12,questionnaire-zbjj,,28526233,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Questionnaire,3,CBA,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,quantised,2,,English|Spanish|Portuguese,Multiple Choice,1,object-2
6,1680096964780,29/03/2023 13:36:04,1680096964780,0,29/03/2023 13:36:04,127819,12,questionnaire-zbjj,,28526233,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Questionnaire,3,CBA,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,value,No,,Yes|No,Multiple Choice,2,object-3
7,1680096964781,29/03/2023 13:36:04,1680096964781,0,29/03/2023 13:36:04,127819,12,questionnaire-zbjj,,28526233,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Questionnaire,3,CBA,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,quantised,2,,Yes|No,Multiple Choice,2,object-3
8,1680096964782,29/03/2023 13:36:04,1680096964782,0,29/03/2023 13:36:04,127819,12,questionnaire-zbjj,,28526233,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Questionnaire,3,CBA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,value,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
9,1680096964782,29/03/2023 13:36:04,1680096964782,0,29/03/2023 13:36:04,127819,12,questionnaire-zbjj,,28526233,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Questionnaire,3,CBA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,2,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
10,1680096964783,29/03/2023 13:36:04,1680096964783,0,29/03/2023 13:36:04,127819,12,questionnaire-zbjj,,28526233,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Questionnaire,3,CBA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,value,9,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
11,1680096964784,29/03/2023 13:36:04,1680096964784,0,29/03/2023 13:36:04,127819,12,questionnaire-zbjj,,28526233,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Questionnaire,3,CBA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,10,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
