Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: item,Spreadsheet: ANSWER,Spreadsheet: targetresponse,Spreadsheet: type,Manipulation: Spreadsheet,Store: Accuracy,Store: incorrect
11,1680011664716,28/03/2023 13:54:24,1680015264716,1,28/03/2023 15:54:24,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,9,main,main,l6tere,1,response,cross.png,1073.7880000000005,1066.6239999999962,1073.7880000000005,1073.7880000000005,1066.6239999999962,1073.7880000000005,0,0,1073.7880000000005,0,0,,Click Response,Response,2,object-19,main,,2,tergiversar,tick.png,word,word,,,
12,1680011665817,28/03/2023 13:54:25,1680015265817,1,28/03/2023 15:54:25,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,10,main,main,l6tere,1,response,tick.png,1107.4639999523206,1099.9560000000056,1107.4639999523206,1107.4639999523206,1099.9560000000056,1107.4639999523206,1,0,1107.4639999523206,0,0,,Click Response,Response,1,object-18,main,,2,pésimo,tick.png,word,word,,,
13,1680011666818,28/03/2023 13:54:26,1680015266818,1,28/03/2023 15:54:26,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,11,main,main,l6tere,1,response,tick.png,1009.2079999999987,999.9599999999919,1009.2079999999987,1009.2079999999987,999.9599999999919,1009.2079999999987,0,0,1009.2079999999987,0,0,,Click Response,Response,1,object-18,main,,2,cadeña,cross.png,non,non,,,
14,1680011668066,28/03/2023 13:54:28,1680015268066,1,28/03/2023 15:54:28,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,12,main,main,l6tere,1,response,tick.png,1256.947999809272,1249.9500000000116,1256.947999809272,1256.947999809272,1249.9500000000116,1256.947999809272,1,0,1256.947999809272,0,0,,Click Response,Response,1,object-18,main,,2,hacha,tick.png,word,word,,,
15,1680011669219,28/03/2023 13:54:29,1680015269219,1,28/03/2023 15:54:29,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,13,main,main,l6tere,1,response,cross.png,1159.697999856944,1149.953999999998,1159.697999856944,1159.697999856944,1149.953999999998,1159.697999856944,1,0,1159.697999856944,0,0,,Click Response,Response,2,object-19,main,,2,antar,cross.png,non,non,,,
16,1680011670186,28/03/2023 13:54:30,1680015270186,1,28/03/2023 15:54:30,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,14,main,main,l6tere,1,response,cross.png,977.1439999523136,966.627999999997,977.1439999523136,977.1439999523136,966.627999999997,977.1439999523136,0,0,977.1439999523136,0,0,,Click Response,Response,2,object-19,main,,2,cenefa,tick.png,word,word,,,
17,1680011671335,28/03/2023 13:54:31,1680015271335,1,28/03/2023 15:54:31,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,15,main,main,l6tere,1,response,tick.png,1159.0159999523166,1149.953999999998,1159.0159999523166,1159.0159999523166,1149.953999999998,1159.0159999523166,1,0,1159.0159999523166,0,0,,Click Response,Response,1,object-18,main,,2,asesinato,tick.png,word,word,,,
18,1680011672384,28/03/2023 13:54:32,1680015272384,1,28/03/2023 15:54:32,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,16,main,main,l6tere,1,response,tick.png,1058.0619999523187,1051.1820000000007,1058.0619999523187,1058.0619999523187,1051.1820000000007,1058.0619999523187,1,0,1058.0619999523187,0,0,,Click Response,Response,1,object-18,main,,2,helar,tick.png,word,word,,,
19,1680011673867,28/03/2023 13:54:33,1680015273867,1,28/03/2023 15:54:33,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,17,main,main,l6tere,1,response,cross.png,1490.5800000000017,1483.274000000005,1490.5800000000017,1490.5800000000017,1483.274000000005,1490.5800000000017,0,0,1490.5800000000017,0,0,,Click Response,Response,2,object-19,main,,2,yunque,tick.png,word,word,,,
20,1680011674867,28/03/2023 13:54:34,1680015274867,1,28/03/2023 15:54:34,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,18,main,main,l6tere,1,response,tick.png,1006.9059999046294,999.9599999999919,1006.9059999046294,1006.9059999046294,999.9599999999919,1006.9059999046294,1,0,1006.9059999046294,0,0,,Click Response,Response,1,object-18,main,,2,regar,tick.png,word,word,,,
21,1680011676600,28/03/2023 13:54:36,1680015276600,1,28/03/2023 15:54:36,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,19,main,main,l6tere,1,response,cross.png,1740.4459999046376,1733.2640000000101,1740.4459999046376,1740.4459999046376,1733.2640000000101,1740.4459999046376,1,0,1740.4459999046376,0,0,,Click Response,Response,2,object-19,main,,2,abracer,cross.png,non,non,,,
22,1680011679820,28/03/2023 13:54:39,1680015279820,1,28/03/2023 15:54:39,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,20,main,main,l6tere,1,response,tick.png,3227.1819999046274,3216.5380000000005,3227.1819999046274,3227.1819999046274,3216.5380000000005,3227.1819999046274,0,0,3227.1819999046274,0,0,,Click Response,Response,1,object-18,main,,2,floroso,cross.png,non,non,,,
23,1680011681129,28/03/2023 13:54:41,1680015281129,1,28/03/2023 15:54:41,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,21,main,main,l6tere,1,response,cross.png,1319.643999904627,1316.6140000000014,1319.643999904627,1319.643999904627,1316.6140000000014,1319.643999904627,1,0,1319.643999904627,0,0,,Click Response,Response,2,object-19,main,,2,arsa,cross.png,non,non,,,
24,1680011681951,28/03/2023 13:54:41,1680015281951,1,28/03/2023 15:54:41,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,22,main,main,l6tere,1,response,cross.png,824.8299998569419,816.6339999999909,824.8299998569419,824.8299998569419,816.6339999999909,824.8299998569419,1,0,824.8299998569419,0,0,,Click Response,Response,2,object-19,main,,2,brecedad,cross.png,non,non,,,
25,1680011683084,28/03/2023 13:54:43,1680015283084,1,28/03/2023 15:54:43,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,23,main,main,l6tere,1,response,tick.png,1140.9959998092672,1134.369000000006,1140.9959998092672,1140.9959998092672,1134.369000000006,1140.9959998092672,1,0,1140.9959998092672,0,0,,Click Response,Response,1,object-18,main,,2,ávido,tick.png,word,word,,,
26,1680011684450,28/03/2023 13:54:44,1680015284450,1,28/03/2023 15:54:44,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,24,main,main,l6tere,1,response,tick.png,1373.426999999996,1366.6119999999937,1373.426999999996,1373.426999999996,1366.6119999999937,1373.426999999996,0,0,1373.426999999996,0,0,,Click Response,Response,1,object-18,main,,2,capillo,cross.png,non,non,,,
27,1680011685517,28/03/2023 13:54:45,1680015285517,1,28/03/2023 15:54:45,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,25,main,main,l6tere,1,response,tick.png,1073.0149998092675,1066.6239999999962,1073.0149998092675,1073.0149998092675,1066.6239999999962,1073.0149998092675,1,0,1073.0149998092675,0,0,,Click Response,Response,1,object-18,main,,2,lacayo,tick.png,word,word,,,
28,1680011686600,28/03/2023 13:54:46,1680015286600,1,28/03/2023 15:54:46,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,26,main,main,l6tere,1,response,tick.png,1090.090999856955,1083.2900000000081,1090.090999856955,1090.090999856955,1083.2900000000081,1090.090999856955,0,0,1090.090999856955,0,0,,Click Response,Response,1,object-18,main,,2,lampera,cross.png,non,non,,,
29,1680011687853,28/03/2023 13:54:47,1680015287853,1,28/03/2023 15:54:47,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,27,main,main,l6tere,1,response,tick.png,1259.5009999046306,1249.949999999997,1259.5009999046306,1259.5009999046306,1249.949999999997,1259.5009999046306,1,0,1259.5009999046306,0,0,,Click Response,Response,1,object-18,main,,2,látigo,tick.png,word,word,,,
30,1680011688935,28/03/2023 13:54:48,1680015288935,1,28/03/2023 15:54:48,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,28,main,main,l6tere,1,response,cross.png,1091.8509998569498,1083.2900000000081,1091.8509998569498,1091.8509998569498,1083.2900000000081,1091.8509998569498,0,0,1091.8509998569498,0,0,,Click Response,Response,2,object-19,main,,2,bisagra,tick.png,word,word,,,
31,1680011689983,28/03/2023 13:54:49,1680015289983,1,28/03/2023 15:54:49,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,29,main,main,l6tere,1,response,tick.png,1056.860999809258,1049.9579999999987,1056.860999809258,1056.860999809258,1049.9579999999987,1056.860999809258,1,0,1056.860999809258,0,0,,Click Response,Response,1,object-18,main,,2,secuestro,tick.png,word,word,,,
32,1680011691350,28/03/2023 13:54:51,1680015291350,1,28/03/2023 15:54:51,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,30,main,main,l6tere,1,response,tick.png,1373.8029999046266,1366.6119999999937,1373.8029999046266,1373.8029999046266,1366.6119999999937,1373.8029999046266,0,0,1373.8029999046266,0,0,,Click Response,Response,1,object-18,main,,2,acutación,cross.png,non,non,,,
33,1680011693000,28/03/2023 13:54:53,1680015293000,1,28/03/2023 15:54:53,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,31,main,main,l6tere,1,response,tick.png,1656.4909998569492,1650.6989999999932,1656.4909998569492,1656.4909998569492,1650.6989999999932,1656.4909998569492,1,0,1656.4909998569492,0,0,,Click Response,Response,1,object-18,main,,2,merodear,tick.png,word,word,,,
34,1680011694385,28/03/2023 13:54:54,1680015294385,1,28/03/2023 15:54:54,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,32,main,main,l6tere,1,response,cross.png,1390.791999856956,1383.2780000000057,1390.791999856956,1390.791999856956,1383.2780000000057,1390.791999856956,1,0,1390.791999856956,0,0,,Click Response,Response,2,object-19,main,,2,decar,cross.png,non,non,,,
35,1680011695352,28/03/2023 13:54:55,1680015295352,1,28/03/2023 15:54:55,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,33,main,main,l6tere,1,response,cross.png,974.713999904634,966.627999999997,974.713999904634,974.713999904634,966.627999999997,974.713999904634,1,0,974.713999904634,0,0,,Click Response,Response,2,object-19,main,,2,alardio,cross.png,non,non,,,
36,1680011696649,28/03/2023 13:54:56,1680015296649,1,28/03/2023 15:54:56,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,34,main,main,l6tere,1,response,tick.png,1305.8859998569533,1299.948000000004,1305.8859998569533,1305.8859998569533,1299.948000000004,1305.8859998569533,1,0,1305.8859998569533,0,0,,Click Response,Response,1,object-18,main,,2,pandilla,tick.png,word,word,,,
37,1680011699253,28/03/2023 13:54:59,1680015299253,1,28/03/2023 15:54:59,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,35,main,main,l6tere,1,response,tick.png,2609.7379998092656,2599.8959999999934,2609.7379998092656,2609.7379998092656,2599.8959999999934,2609.7379998092656,0,0,2609.7379998092656,0,0,,Click Response,Response,1,object-18,main,,2,fatacidad,cross.png,non,non,,,
38,1680011700333,28/03/2023 13:55:00,1680015300333,1,28/03/2023 15:55:00,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,36,main,main,l6tere,1,response,cross.png,1089.541999856956,1083.2900000000081,1089.541999856956,1089.541999856956,1083.2900000000081,1089.541999856956,1,0,1089.541999856956,0,0,,Click Response,Response,2,object-19,main,,2,pauca,cross.png,non,non,,,
39,1680011701299,28/03/2023 13:55:01,1680015301299,1,28/03/2023 15:55:01,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,37,main,main,l6tere,1,response,tick.png,972.9519999046315,966.627999999997,972.9519999046315,972.9519999046315,966.627999999997,972.9519999046315,1,0,972.9519999046315,0,0,,Click Response,Response,1,object-18,main,,2,aviso,tick.png,word,word,,,
40,1680011702321,28/03/2023 13:55:02,1680015302321,1,28/03/2023 15:55:02,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,38,main,main,l6tere,1,response,tick.png,1027.724000000002,1017.3790000000008,1027.724000000002,1027.724000000002,1017.3790000000008,1027.724000000002,0,0,1027.724000000002,0,0,,Click Response,Response,1,object-18,main,,2,rompido,cross.png,non,non,,,
41,1680011703620,28/03/2023 13:55:03,1680015303620,1,28/03/2023 15:55:03,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,39,main,main,l6tere,1,response,cross.png,1309.5449998092663,1299.948000000004,1309.5449998092663,1309.5449998092663,1299.948000000004,1309.5449998092663,0,0,1309.5449998092663,0,0,,Click Response,Response,2,object-19,main,,2,loro,tick.png,word,word,,,
42,1680011704771,28/03/2023 13:55:04,1680015304771,1,28/03/2023 15:55:04,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,40,main,main,l6tere,1,response,tick.png,1160.3969999999972,1149.953999999998,1160.3969999999972,1160.3969999999972,1149.953999999998,1160.3969999999972,1,0,1160.3969999999972,0,0,,Click Response,Response,1,object-18,main,,2,granuja,tick.png,word,word,,,
43,1680011707087,28/03/2023 13:55:07,1680015307087,1,28/03/2023 15:55:07,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,41,main,main,l6tere,1,response,cross.png,2326.1429998092644,2316.5739999999932,2326.1429998092644,2326.1429998092644,2316.5739999999932,2326.1429998092644,0,0,2326.1429998092644,0,0,,Click Response,Response,2,object-19,main,,2,estornudar,tick.png,word,word,,,
44,1680011708002,28/03/2023 13:55:08,1680015308002,1,28/03/2023 15:55:08,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,42,main,main,l6tere,1,response,tick.png,925.369000000006,916.6300000000047,925.369000000006,925.369000000006,916.6300000000047,925.369000000006,1,0,925.369000000006,0,0,,Click Response,Response,1,object-18,main,,2,torpe,tick.png,word,word,,,
45,1680011709084,28/03/2023 13:55:09,1680015309084,1,28/03/2023 15:55:09,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,43,main,main,l6tere,1,response,tick.png,1090.9389998092665,1083.2900000000081,1090.9389998092665,1090.9389998092665,1083.2900000000081,1090.9389998092665,1,0,1090.9389998092665,0,0,,Click Response,Response,1,object-18,main,,2,alfombra,tick.png,word,word,,,
46,1680011710200,28/03/2023 13:55:10,1680015310200,1,28/03/2023 15:55:10,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,44,main,main,l6tere,1,response,tick.png,1123.4489999999932,1116.6219999999885,1123.4489999999932,1123.4489999999932,1116.6219999999885,1123.4489999999932,1,0,1123.4489999999932,0,0,,Click Response,Response,1,object-18,main,,2,rebuscar,tick.png,word,word,,,
47,1680011711552,28/03/2023 13:55:11,1680015311552,1,28/03/2023 15:55:11,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,45,main,main,l6tere,1,response,tick.png,1359.02699980927,1349.9460000000108,1359.02699980927,1359.02699980927,1349.9460000000108,1359.02699980927,0,0,1359.02699980927,0,0,,Click Response,Response,1,object-18,main,,2,cadallo,cross.png,non,non,,,
48,1680011712666,28/03/2023 13:55:12,1680015312666,1,28/03/2023 15:55:12,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,46,main,main,l6tere,1,response,cross.png,1123.080999809259,1116.6219999999885,1123.080999809259,1123.080999809259,1116.6219999999885,1123.080999809259,0,0,1123.080999809259,0,0,,Click Response,Response,2,object-19,main,,2,canela,tick.png,word,word,,,
49,1680011714037,28/03/2023 13:55:14,1680015314037,1,28/03/2023 15:55:14,127819,11,task-6d1f,,28492310,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Spanish lextale,4,ABC,AB,sp,47,main,main,l6tere,1,response,tick.png,1377.0589999523218,1366.6120000000083,1377.0589999523218,1377.0589999523218,1366.6120000000083,1377.0589999523218,1,0,1377.0589999523218,0,0,,Click Response,Response,1,object-18,main,,2,cuchara,tick.png,word,word,,,
