Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Spreadsheet: randomise_trials,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Spreadsheet: __EMPTY_3,Manipulation: Spreadsheet
1,1685045806624,25/05/2023 20:16:46,1685024206624,-6,25/05/2023 08:16:46,127819,12,task-6yod,,29722403,BLIND,8842902,,complete,,,mobile,Apple iPhone,iOS 16.0,Mobile Safari 16.0,414x896,414x715,,Interpretation,5,CAB,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1685045811235,25/05/2023 20:16:51,1685024211235,-6,25/05/2023 08:16:51,127819,12,task-6yod,,29722403,BLIND,8842902,,complete,,,mobile,Apple iPhone,iOS 16.0,Mobile Safari 16.0,414x896,414x715,,Interpretation,5,CAB,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,4617,4605,4617,4617,4605,4617,1,4617,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
3,1685045812550,25/05/2023 20:16:52,1685024212550,-6,25/05/2023 08:16:52,127819,12,task-6yod,,29722403,BLIND,8842902,,complete,,,mobile,Apple iPhone,iOS 16.0,Mobile Safari 16.0,414x896,414x715,,Interpretation,5,CAB,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,1327,1316,1327,1327,1316,1327,1,1327,0,0,,Click Response,Response,3,object-6,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
4,1685045815883,25/05/2023 20:16:55,1685024215883,-6,25/05/2023 08:16:55,127819,12,task-6yod,,29722403,BLIND,8842902,,complete,,,mobile,Apple iPhone,iOS 16.0,Mobile Safari 16.0,414x896,414x715,,Interpretation,5,CAB,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,3344,3334,3344,3344,3334,3344,1,3344,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
5,1685045817607,25/05/2023 20:16:57,1685024217607,-6,25/05/2023 08:16:57,127819,12,task-6yod,,29722403,BLIND,8842902,,complete,,,mobile,Apple iPhone,iOS 16.0,Mobile Safari 16.0,414x896,414x715,,Interpretation,5,CAB,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,1733,1716,1733,1733,1716,1733,1,1733,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
6,1685045822866,25/05/2023 20:17:02,1685024222866,-6,25/05/2023 08:17:02,127819,12,task-6yod,,29722403,BLIND,8842902,,complete,,,mobile,Apple iPhone,iOS 16.0,Mobile Safari 16.0,414x896,414x715,,Interpretation,5,CAB,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,5278,5267,5278,5278,5267,5278,1,5278,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
7,1685045827552,25/05/2023 20:17:07,1685024227552,-6,25/05/2023 08:17:07,127819,12,task-6yod,,29722403,BLIND,8842902,,complete,,,mobile,Apple iPhone,iOS 16.0,Mobile Safari 16.0,414x896,414x715,,Interpretation,5,CAB,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,4697,4683,4697,4697,4683,4697,1,4697,0,0,,Click Response,Response,2,object-5,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
8,1685045833644,25/05/2023 20:17:13,1685024233644,-6,25/05/2023 08:17:13,127819,12,task-6yod,,29722403,BLIND,8842902,,complete,,,mobile,Apple iPhone,iOS 16.0,Mobile Safari 16.0,414x896,414x715,,Interpretation,5,CAB,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,6106.000000000004,6099,6106.000000000004,6106.000000000004,6099,6106.000000000004,1,6106.000000000004,0,0,,Click Response,Response,3,object-6,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
9,1685045840652,25/05/2023 20:17:20,1685024240652,-6,25/05/2023 08:17:20,127819,12,task-6yod,,29722403,BLIND,8842902,,complete,,,mobile,Apple iPhone,iOS 16.0,Mobile Safari 16.0,414x896,414x715,,Interpretation,5,CAB,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,7015,7000,7015,7015,7000,7015,1,7015,0,0,,Click Response,Response,3,object-6,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
10,1685045842414,25/05/2023 20:17:22,1685024242414,-6,25/05/2023 08:17:22,127819,12,task-6yod,,29722403,BLIND,8842902,,complete,,,mobile,Apple iPhone,iOS 16.0,Mobile Safari 16.0,414x896,414x715,,Interpretation,5,CAB,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,1777,1767,1777,1777,1767,1777,1,1777,0,0,,Click Response,Response,3,object-6,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
11,1685045847491,25/05/2023 20:17:27,1685024247491,-6,25/05/2023 08:17:27,127819,12,task-6yod,,29722403,BLIND,8842902,,complete,,,mobile,Apple iPhone,iOS 16.0,Mobile Safari 16.0,414x896,414x715,,Interpretation,5,CAB,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,5084,5067,5084,5084,5067,5084,1,5084,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
12,1685045847500,25/05/2023 20:17:27,1685024247500,-6,25/05/2023 08:17:27,127819,12,task-6yod,,29722403,BLIND,8842902,,complete,,,mobile,Apple iPhone,iOS 16.0,Mobile Safari 16.0,414x896,414x715,,Interpretation,5,CAB,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
1,1685046168273,25/05/2023 20:22:48,1685024568273,-6,25/05/2023 08:22:48,127819,12,task-6yod,,29722549,BLIND,8842879,,complete,,,mobile,undefined K,Android 10,Chrome 112.0.0.0,375x833,375x745,,Interpretation,5,BCA,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1685046177269,25/05/2023 20:22:57,1685024577269,-6,25/05/2023 08:22:57,127819,12,task-6yod,,29722549,BLIND,8842879,,complete,,,mobile,undefined K,Android 10,Chrome 112.0.0.0,375x833,375x745,,Interpretation,5,BCA,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,9044.895999982118,9032.567,9044.895999982118,9044.895999982118,9032.567,9044.895999982118,1,9044.895999982118,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
3,1685046177315,25/05/2023 20:22:57,1685024577315,-6,25/05/2023 08:22:57,127819,12,task-6yod,,29722549,BLIND,8842879,,complete,,,mobile,undefined K,Android 10,Chrome 112.0.0.0,375x833,375x745,,Interpretation,5,BCA,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,33.330000000001746,16.665000000000873,33.330000000001746,33.330000000001746,16.665000000000873,33.330000000001746,1,33.330000000001746,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
4,1685046186009,25/05/2023 20:23:06,1685024586009,-6,25/05/2023 08:23:06,127819,12,task-6yod,,29722549,BLIND,8842879,,complete,,,mobile,undefined K,Android 10,Chrome 112.0.0.0,375x833,375x745,,Interpretation,5,BCA,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,8734.147999999996,8717.480999999998,8734.147999999996,8734.147999999996,8717.480999999998,8734.147999999996,1,8734.147999999996,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
5,1685046186070,25/05/2023 20:23:06,1685024586070,-6,25/05/2023 08:23:06,127819,12,task-6yod,,29722549,BLIND,8842879,,complete,,,mobile,undefined K,Android 10,Chrome 112.0.0.0,375x833,375x745,,Interpretation,5,BCA,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,81.28299997615977,66.66900000000169,81.28299997615977,81.28299997615977,66.66900000000169,81.28299997615977,1,81.28299997615977,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
6,1685046198473,25/05/2023 20:23:18,1685024598473,-6,25/05/2023 08:23:18,127819,12,task-6yod,,29722549,BLIND,8842879,,complete,,,mobile,undefined K,Android 10,Chrome 112.0.0.0,375x833,375x745,,Interpretation,5,BCA,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,12415.81399999404,12399.182999999997,12415.81399999404,12415.81399999404,12399.182999999997,12415.81399999404,1,12415.81399999404,0,0,,Click Response,Response,3,object-6,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
7,1685046198533,25/05/2023 20:23:18,1685024598533,-6,25/05/2023 08:23:18,127819,12,task-6yod,,29722549,BLIND,8842879,,complete,,,mobile,undefined K,Android 10,Chrome 112.0.0.0,375x833,375x745,,Interpretation,5,BCA,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,33.322000000000116,16.661000000000058,33.322000000000116,33.322000000000116,16.661000000000058,33.322000000000116,1,33.322000000000116,0,0,,Click Response,Response,3,object-6,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
8,1685046209789,25/05/2023 20:23:29,1685024609789,-6,25/05/2023 08:23:29,127819,12,task-6yod,,29722549,BLIND,8842879,,complete,,,mobile,undefined K,Android 10,Chrome 112.0.0.0,375x833,375x745,,Interpretation,5,BCA,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,11316.76999997616,11303.496,11316.76999997616,11316.76999997616,11303.496,11316.76999997616,1,11316.76999997616,0,0,,Click Response,Response,2,object-5,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
9,1685046221246,25/05/2023 20:23:41,1685024621246,-6,25/05/2023 08:23:41,127819,12,task-6yod,,29722549,BLIND,8842879,,complete,,,mobile,undefined K,Android 10,Chrome 112.0.0.0,375x833,375x745,,Interpretation,5,BCA,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,11464.303999999996,11447.633000000002,11464.303999999996,11464.303999999996,11447.633000000002,11464.303999999996,1,11464.303999999996,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
10,1685046221331,25/05/2023 20:23:41,1685024621331,-6,25/05/2023 08:23:41,127819,12,task-6yod,,29722549,BLIND,8842879,,complete,,,mobile,undefined K,Android 10,Chrome 112.0.0.0,375x833,375x745,,Interpretation,5,BCA,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,99.63000000001193,83.04300000000512,99.63000000001193,99.63000000001193,83.04300000000512,99.63000000001193,1,99.63000000001193,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
11,1685046235298,25/05/2023 20:23:55,1685024635298,-6,25/05/2023 08:23:55,127819,12,task-6yod,,29722549,BLIND,8842879,,complete,,,mobile,undefined K,Android 10,Chrome 112.0.0.0,375x833,375x745,,Interpretation,5,BCA,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,13992.197999999997,13975.745000000003,13992.197999999997,13992.197999999997,13975.745000000003,13992.197999999997,1,13992.197999999997,0,0,,Click Response,Response,2,object-5,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
12,1685046235317,25/05/2023 20:23:55,1685024635317,-6,25/05/2023 08:23:55,127819,12,task-6yod,,29722549,BLIND,8842879,,complete,,,mobile,undefined K,Android 10,Chrome 112.0.0.0,375x833,375x745,,Interpretation,5,BCA,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
1,1685047436187,25/05/2023 20:43:56,1685025836187,-6,25/05/2023 08:43:56,127819,12,task-6yod,,29722999,BLIND,8843110,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x715,,Interpretation,5,CBA,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1685047442681,25/05/2023 20:44:02,1685025842681,-6,25/05/2023 08:44:02,127819,12,task-6yod,,29722999,BLIND,8843110,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x715,,Interpretation,5,CBA,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,6495,6478,6495,6495,6478,6495,1,6495,0,0,,Click Response,Response,2,object-5,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
3,1685047448653,25/05/2023 20:44:08,1685025848653,-6,25/05/2023 08:44:08,127819,12,task-6yod,,29722999,BLIND,8843110,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x715,,Interpretation,5,CBA,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,5983,5966,5983,5983,5966,5983,1,5983,0,0,,Click Response,Response,2,object-5,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
4,1685047456018,25/05/2023 20:44:16,1685025856018,-6,25/05/2023 08:44:16,127819,12,task-6yod,,29722999,BLIND,8843110,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x715,,Interpretation,5,CBA,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,7390,7383,7390,7390,7383,7390,1,7390,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
5,1685047463017,25/05/2023 20:44:23,1685025863017,-6,25/05/2023 08:44:23,127819,12,task-6yod,,29722999,BLIND,8843110,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x715,,Interpretation,5,CBA,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,7000,6983,7000,7000,6983,7000,1,7000,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
6,1685047465410,25/05/2023 20:44:25,1685025865410,-6,25/05/2023 08:44:25,127819,12,task-6yod,,29722999,BLIND,8843110,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x715,,Interpretation,5,CBA,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,2417,2400,2417,2417,2400,2417,1,2417,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
7,1685047473741,25/05/2023 20:44:33,1685025873741,-6,25/05/2023 08:44:33,127819,12,task-6yod,,29722999,BLIND,8843110,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x715,,Interpretation,5,CBA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,8348,8332,8348,8348,8332,8348,1,8348,0,0,,Click Response,Response,2,object-5,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
8,1685047482282,25/05/2023 20:44:42,1685025882282,-6,25/05/2023 08:44:42,127819,12,task-6yod,,29722999,BLIND,8843110,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x715,,Interpretation,5,CBA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,8549,8533,8549,8549,8533,8549,1,8549,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
9,1685047486327,25/05/2023 20:44:46,1685025886327,-6,25/05/2023 08:44:46,127819,12,task-6yod,,29722999,BLIND,8843110,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x715,,Interpretation,5,CBA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,4067,4050,4067,4067,4050,4067,1,4067,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
10,1685047496494,25/05/2023 20:44:56,1685025896494,-6,25/05/2023 08:44:56,127819,12,task-6yod,,29722999,BLIND,8843110,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x715,,Interpretation,5,CBA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,10183,10166,10183,10183,10166,10183,1,10183,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
11,1685047501432,25/05/2023 20:45:01,1685025901432,-6,25/05/2023 08:45:01,127819,12,task-6yod,,29722999,BLIND,8843110,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x715,,Interpretation,5,CBA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,4950,4933,4950,4950,4933,4950,1,4950,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
12,1685047501436,25/05/2023 20:45:01,1685025901436,-6,25/05/2023 08:45:01,127819,12,task-6yod,,29722999,BLIND,8843110,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x715,,Interpretation,5,CBA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
1,1685067715478,26/05/2023 02:21:55,1685046115478,-6,25/05/2023 14:21:55,127819,12,task-6yod,,29728118,BLIND,8844930,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1536x864,1536x739,,Interpretation,5,ABC,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1685067731561,26/05/2023 02:22:11,1685046131561,-6,25/05/2023 14:22:11,127819,12,task-6yod,,29728118,BLIND,8844930,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1536x864,1536x739,,Interpretation,5,ABC,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,16050.839999999998,16034.179999999998,16050.839999999998,16050.839999999998,16034.179999999998,16050.839999999998,1,16050.839999999998,0,0,,Click Response,Response,3,object-6,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
3,1685067739658,26/05/2023 02:22:19,1685046139658,-6,25/05/2023 14:22:19,127819,12,task-6yod,,29728118,BLIND,8844930,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1536x864,1536x739,,Interpretation,5,ABC,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,8152.540000000001,8150.440000000002,8152.540000000001,8152.540000000001,8150.440000000002,8152.540000000001,1,8152.540000000001,0,0,,Click Response,Response,2,object-5,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
