Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Spreadsheet: randomise_trials,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Spreadsheet: __EMPTY_3,Manipulation: Spreadsheet
4,1685043520517,25/05/2023 19:38:40,1685021920517,-6,25/05/2023 07:38:40,127819,12,task-6yod,,29720988,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,Interpretation,5,CBA,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,13856.839,13852.885000000002,13856.839,13856.839,13852.885000000002,13856.839,1,13856.839,0,0,,Click Response,Response,3,object-6,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
5,1685043525587,25/05/2023 19:38:45,1685021925587,-6,25/05/2023 07:38:45,127819,12,task-6yod,,29720988,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,Interpretation,5,CBA,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,5073.953999999998,5061.915000000001,5073.953999999998,5073.953999999998,5061.915000000001,5073.953999999998,1,5073.953999999998,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
6,1685043535601,25/05/2023 19:38:55,1685021935601,-6,25/05/2023 07:38:55,127819,12,task-6yod,,29720988,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,Interpretation,5,CBA,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,10025.638999994037,10023.269,10025.638999994037,10025.638999994037,10023.269,10025.638999994037,1,10025.638999994037,0,0,,Click Response,Response,2,object-5,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
7,1685043543521,25/05/2023 19:39:03,1685021943521,-6,25/05/2023 07:39:03,127819,12,task-6yod,,29720988,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,Interpretation,5,CBA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,7922.869999994036,7909.159999999996,7922.869999994036,7922.869999994036,7909.159999999996,7922.869999994036,1,7922.869999994036,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
8,1685043554348,25/05/2023 19:39:14,1685021954348,-6,25/05/2023 07:39:14,127819,12,task-6yod,,29720988,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,Interpretation,5,CBA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,10839.484999999986,10822.793999999994,10839.484999999986,10839.484999999986,10822.793999999994,10839.484999999986,1,10839.484999999986,0,0,,Click Response,Response,2,object-5,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
9,1685043574505,25/05/2023 19:39:34,1685021974505,-6,25/05/2023 07:39:34,127819,12,task-6yod,,29720988,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,Interpretation,5,CBA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,20172.116000011927,20163.52900000001,20172.116000011927,20172.116000011927,20163.52900000001,20172.116000011927,1,20172.116000011927,0,0,,Click Response,Response,3,object-6,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
10,1685043583322,25/05/2023 19:39:43,1685021983322,-6,25/05/2023 07:39:43,127819,12,task-6yod,,29720988,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,Interpretation,5,CBA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,8824.69200000001,8808.042000000001,8824.69200000001,8824.69200000001,8808.042000000001,8824.69200000001,1,8824.69200000001,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
11,1685043588999,25/05/2023 19:39:48,1685021988999,-6,25/05/2023 07:39:48,127819,12,task-6yod,,29720988,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,Interpretation,5,CBA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,5694.414999999994,5677.767999999996,5694.414999999994,5694.414999999994,5677.767999999996,5694.414999999994,1,5694.414999999994,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
12,1685043589008,25/05/2023 19:39:49,1685021989008,-6,25/05/2023 07:39:49,127819,12,task-6yod,,29720988,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,Interpretation,5,CBA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
1,1685044517270,25/05/2023 19:55:17,1685022917270,-6,25/05/2023 07:55:17,127819,12,task-6yod,,29721777,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,Interpretation,5,ABC,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1685044563420,25/05/2023 19:56:03,1685022963420,-6,25/05/2023 07:56:03,127819,12,task-6yod,,29721777,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,Interpretation,5,ABC,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,46178.05199997616,46170.92,46178.05199997616,46178.05199997616,46170.92,46178.05199997616,1,46178.05199997616,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
3,1685044566689,25/05/2023 19:56:06,1685022966689,-6,25/05/2023 07:56:06,127819,12,task-6yod,,29721777,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,Interpretation,5,ABC,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,3277.531999982122,3272.385000000002,3277.531999982122,3277.531999982122,3272.385000000002,3277.531999982122,1,3277.531999982122,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
4,1685044579432,25/05/2023 19:56:19,1685022979432,-6,25/05/2023 07:56:19,127819,12,task-6yod,,29721777,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,Interpretation,5,ABC,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,12747.446999994041,12742.470999999998,12747.446999994041,12747.446999994041,12742.470999999998,12747.446999994041,1,12747.446999994041,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
5,1685044579520,25/05/2023 19:56:19,1685022979520,-6,25/05/2023 07:56:19,127819,12,task-6yod,,29721777,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,Interpretation,5,ABC,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,93.27599997616198,88.82800000000861,93.27599997616198,93.27599997616198,88.82800000000861,93.27599997616198,1,93.27599997616198,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
6,1685044588772,25/05/2023 19:56:28,1685022988772,-6,25/05/2023 07:56:28,127819,12,task-6yod,,29721777,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,Interpretation,5,ABC,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,9256.447999976153,9248.54299999999,9256.447999976153,9256.447999976153,9248.54299999999,9256.447999976153,1,9256.447999976153,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
7,1685044588851,25/05/2023 19:56:28,1685022988851,-6,25/05/2023 07:56:28,127819,12,task-6yod,,29721777,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,Interpretation,5,ABC,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,86.30499998212326,77.89400000000023,86.30499998212326,86.30499998212326,77.89400000000023,86.30499998212326,1,86.30499998212326,0,0,,Click Response,Response,2,object-5,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
8,1685044594334,25/05/2023 19:56:34,1685022994334,-6,25/05/2023 07:56:34,127819,12,task-6yod,,29721777,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,Interpretation,5,ABC,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,5491.910999982123,5484.974000000002,5491.910999982123,5491.910999982123,5484.974000000002,5491.910999982123,1,5491.910999982123,0,0,,Click Response,Response,2,object-5,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
9,1685044594382,25/05/2023 19:56:34,1685022994382,-6,25/05/2023 07:56:34,127819,12,task-6yod,,29721777,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,Interpretation,5,ABC,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,55.336999988081516,44.41400000000431,55.336999988081516,55.336999988081516,44.41400000000431,55.336999988081516,1,55.336999988081516,0,0,,Click Response,Response,2,object-5,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
10,1685044611571,25/05/2023 19:56:51,1685023011571,-6,25/05/2023 07:56:51,127819,12,task-6yod,,29721777,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,Interpretation,5,ABC,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,17199.122999976156,17189.005999999994,17199.122999976156,17199.122999976156,17189.005999999994,17199.122999976156,1,17199.122999976156,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
11,1685044611684,25/05/2023 19:56:51,1685023011684,-6,25/05/2023 07:56:51,127819,12,task-6yod,,29721777,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,Interpretation,5,ABC,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,120.19899999999325,109.08699999999953,120.19899999999325,120.19899999999325,109.08699999999953,120.19899999999325,1,120.19899999999325,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
12,1685044611687,25/05/2023 19:56:51,1685023011687,-6,25/05/2023 07:56:51,127819,12,task-6yod,,29721777,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,Interpretation,5,ABC,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
1,1685045433350,25/05/2023 20:10:33,1685023833350,-6,25/05/2023 08:10:33,127819,12,task-6yod,,29722204,BLIND,8842763,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,360x760,360x631,,Interpretation,5,ACB,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1685045478901,25/05/2023 20:11:18,1685023878901,-6,25/05/2023 08:11:18,127819,12,task-6yod,,29722204,BLIND,8842763,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,360x760,360x631,,Interpretation,5,ACB,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,38252.78399999999,38236.117999999995,38252.78399999999,38252.78399999999,38236.117999999995,38252.78399999999,1,38252.78399999999,0,0,,Click Response,Response,2,object-5,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
3,1685045479099,25/05/2023 20:11:19,1685023879099,-6,25/05/2023 08:11:19,127819,12,task-6yod,,29722204,BLIND,8842763,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,360x760,360x631,,Interpretation,5,ACB,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,33.330000000001746,16.665000000000873,33.330000000001746,33.330000000001746,16.665000000000873,33.330000000001746,1,33.330000000001746,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
4,1685045480648,25/05/2023 20:11:20,1685023880648,-6,25/05/2023 08:11:20,127819,12,task-6yod,,29722204,BLIND,8842763,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,360x760,360x631,,Interpretation,5,ACB,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,1833.201000000001,1816.536,1833.201000000001,1833.201000000001,1816.536,1833.201000000001,1,1833.201000000001,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
5,1685045480704,25/05/2023 20:11:20,1685023880704,-6,25/05/2023 08:11:20,127819,12,task-6yod,,29722204,BLIND,8842763,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,360x760,360x631,,Interpretation,5,ACB,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,74.14299998211936,66.66300000000047,74.14299998211936,74.14299998211936,66.66300000000047,74.14299998211936,1,74.14299998211936,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
6,1685045481330,25/05/2023 20:11:21,1685023881330,-6,25/05/2023 08:11:21,127819,12,task-6yod,,29722204,BLIND,8842763,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,360x760,360x631,,Interpretation,5,ACB,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,632.9799999821189,616.6330000000016,632.9799999821189,632.9799999821189,616.6330000000016,632.9799999821189,1,632.9799999821189,0,0,,Click Response,Response,3,object-6,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
7,1685045481386,25/05/2023 20:11:21,1685023881386,-6,25/05/2023 08:11:21,127819,12,task-6yod,,29722204,BLIND,8842763,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,360x760,360x631,,Interpretation,5,ACB,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,72.34699998211727,49.99699999999575,72.34699998211727,72.34699998211727,49.99699999999575,72.34699998211727,1,72.34699998211727,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
8,1685045482190,25/05/2023 20:11:22,1685023882190,-6,25/05/2023 08:11:22,127819,12,task-6yod,,29722204,BLIND,8842763,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,360x760,360x631,,Interpretation,5,ACB,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,826.249999988082,816.5970000000016,826.249999988082,826.249999988082,816.5970000000016,826.249999988082,1,826.249999988082,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
9,1685045482244,25/05/2023 20:11:22,1685023882244,-6,25/05/2023 08:11:22,127819,12,task-6yod,,29722204,BLIND,8842763,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,360x760,360x631,,Interpretation,5,ACB,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,64.45300000000134,49.995999999999185,64.45300000000134,64.45300000000134,49.995999999999185,64.45300000000134,1,64.45300000000134,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
10,1685045482737,25/05/2023 20:11:22,1685023882737,-6,25/05/2023 08:11:22,127819,12,task-6yod,,29722204,BLIND,8842763,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,360x760,360x631,,Interpretation,5,ACB,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,499.9669999999969,483.3009999999995,499.9669999999969,499.9669999999969,483.3009999999995,499.9669999999969,1,499.9669999999969,0,0,,Click Response,Response,3,object-6,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
11,1685045482811,25/05/2023 20:11:22,1685023882811,-6,25/05/2023 08:11:22,127819,12,task-6yod,,29722204,BLIND,8842763,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,360x760,360x631,,Interpretation,5,ACB,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,97.45599998212128,83.32500000000437,97.45599998212128,97.45599998212128,83.32500000000437,97.45599998212128,1,97.45599998212128,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
12,1685045482818,25/05/2023 20:11:22,1685023882818,-6,25/05/2023 08:11:22,127819,12,task-6yod,,29722204,BLIND,8842763,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,360x760,360x631,,Interpretation,5,ACB,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
1,1685045612954,25/05/2023 20:13:32,1685024012954,-6,25/05/2023 08:13:32,127819,12,task-6yod,,29722290,BLIND,8842859,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 98.0.0.0,1920x1080,1880x939,,Interpretation,5,BAC,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1685045628575,25/05/2023 20:13:48,1685024028575,-6,25/05/2023 08:13:48,127819,12,task-6yod,,29722290,BLIND,8842859,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 98.0.0.0,1920x1080,1880x939,,Interpretation,5,BAC,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,15639.08800000298,15632.873,15639.08800000298,15639.08800000298,15632.873,15639.08800000298,1,15639.08800000298,0,0,,Click Response,Response,2,object-5,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
3,1685045634411,25/05/2023 20:13:54,1685024034411,-6,25/05/2023 08:13:54,127819,12,task-6yod,,29722290,BLIND,8842859,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 98.0.0.0,1920x1080,1880x939,,Interpretation,5,BAC,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,5842.184999999998,5828.798999999999,5842.184999999998,5842.184999999998,5828.798999999999,5842.184999999998,1,5842.184999999998,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
4,1685045639372,25/05/2023 20:13:59,1685024039372,-6,25/05/2023 08:13:59,127819,12,task-6yod,,29722290,BLIND,8842859,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 98.0.0.0,1920x1080,1880x939,,Interpretation,5,BAC,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,4974.716,4961.7930000000015,4974.716,4974.716,4961.7930000000015,4974.716,1,4974.716,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
5,1685045644149,25/05/2023 20:14:04,1685024044149,-6,25/05/2023 08:14:04,127819,12,task-6yod,,29722290,BLIND,8842859,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 98.0.0.0,1920x1080,1880x939,,Interpretation,5,BAC,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,4790.223000004469,4788.422999999999,4790.223000004469,4790.223000004469,4788.422999999999,4790.223000004469,1,4790.223000004469,0,0,,Click Response,Response,3,object-6,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
6,1685045658859,25/05/2023 20:14:18,1685024058859,-6,25/05/2023 08:14:18,127819,12,task-6yod,,29722290,BLIND,8842859,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 98.0.0.0,1920x1080,1880x939,,Interpretation,5,BAC,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,14711.39999999851,14698.696000000004,14711.39999999851,14711.39999999851,14698.696000000004,14711.39999999851,1,14711.39999999851,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
7,1685045672315,25/05/2023 20:14:32,1685024072315,-6,25/05/2023 08:14:32,127819,12,task-6yod,,29722290,BLIND,8842859,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 98.0.0.0,1920x1080,1880x939,,Interpretation,5,BAC,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,13468.404000001487,13458.259999999995,13468.404000001487,13468.404000001487,13458.259999999995,13468.404000001487,1,13468.404000001487,0,0,,Click Response,Response,3,object-6,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
8,1685045678225,25/05/2023 20:14:38,1685024078225,-6,25/05/2023 08:14:38,127819,12,task-6yod,,29722290,BLIND,8842859,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 98.0.0.0,1920x1080,1880x939,,Interpretation,5,BAC,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,5920.644000001492,5908.852000000006,5920.644000001492,5920.644000001492,5908.852000000006,5920.644000001492,1,5920.644000001492,0,0,,Click Response,Response,2,object-5,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
9,1685045682750,25/05/2023 20:14:42,1685024082750,-6,25/05/2023 08:14:42,127819,12,task-6yod,,29722290,BLIND,8842859,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 98.0.0.0,1920x1080,1880x939,,Interpretation,5,BAC,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,4537.091999998505,4535.000999999989,4537.091999998505,4537.091999998505,4535.000999999989,4537.091999998505,1,4537.091999998505,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
10,1685045688953,25/05/2023 20:14:48,1685024088953,-6,25/05/2023 08:14:48,127819,12,task-6yod,,29722290,BLIND,8842859,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 98.0.0.0,1920x1080,1880x939,,Interpretation,5,BAC,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,6204.9910000044765,6202.261000000013,6204.9910000044765,6204.9910000044765,6202.261000000013,6204.9910000044765,1,6204.9910000044765,0,0,,Click Response,Response,3,object-6,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
11,1685045697954,25/05/2023 20:14:57,1685024097954,-6,25/05/2023 08:14:57,127819,12,task-6yod,,29722290,BLIND,8842859,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 98.0.0.0,1920x1080,1880x939,,Interpretation,5,BAC,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,9003.243999999992,8989.94799999999,9003.243999999992,9003.243999999992,8989.94799999999,9003.243999999992,1,9003.243999999992,0,0,,Click Response,Response,3,object-6,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
12,1685045697956,25/05/2023 20:14:57,1685024097956,-6,25/05/2023 08:14:57,127819,12,task-6yod,,29722290,BLIND,8842859,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 98.0.0.0,1920x1080,1880x939,,Interpretation,5,BAC,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
