key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,choice.keys,choice.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prompt,opt_a,opt_b,correct,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,1,8.8375,0,9,9,5,1,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,,,,,,,,,,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,,,,,,,,,,,,space,2.1115,,,,,,,,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,,,,,,,,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,,,1,9.4946,0,0,0,8,1,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,,,,,,,,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,,,1,10.8859,0,1,1,9,1,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,,,,,,,,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,,,1,6.6762,0,2,2,5,1,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,,,,,,,,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,,,1,9.3041,0,3,3,4,1,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,,,,,,,,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,,,0,3.5702,0,4,4,0,1,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,,,,,,,,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,,,0,7.8343,0,5,5,2,1,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,,,,,,,,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,,,1,27.4927,0,6,6,6,1,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,,,,,,,,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,,,1,7.6285,0,7,7,3,1,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,,,,,,,,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,,,0,9.8301,0,8,8,1,1,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,,,,,,,,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,,,1,18.7385,0,9,9,7,1,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,,,,,,,,,,,,,,,,,,,,,space,31.7346
