Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Manipulation: Spreadsheet
10,1680022755515,28/03/2023 16:59:15,1680026355515,1,28/03/2023 18:59:15,127819,11,task-t5nj,,28500827,BLIND,8470849,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,collocation,6,BCA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,17085.28,17081.100000000006,17085.28,17085.28,17081.100000000006,17085.28,1,0,17085.28,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,
11,1680022765697,28/03/2023 16:59:25,1680026365697,1,28/03/2023 18:59:25,127819,11,task-t5nj,,28500827,BLIND,8470849,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,collocation,6,BCA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,10185.179999999993,10182,10185.179999999993,10185.179999999993,10182,10185.179999999993,1,0,10185.179999999993,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
12,1680022765701,28/03/2023 16:59:25,1680026365701,1,28/03/2023 18:59:25,127819,11,task-t5nj,,28500827,BLIND,8470849,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,collocation,6,BCA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680040840997,28/03/2023 22:00:40,1680026440997,-4,28/03/2023 14:00:40,127819,11,task-t5nj,,28500929,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,collocation,6,ABC,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680040862680,28/03/2023 22:01:02,1680026462680,-4,28/03/2023 14:01:02,127819,11,task-t5nj,,28500929,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,collocation,6,ABC,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,38337.316,38320.64,38337.316,38337.316,38320.64,38337.316,1,0,38337.316,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
3,1680040863054,28/03/2023 22:01:03,1680026463054,-4,28/03/2023 14:01:03,127819,11,task-t5nj,,28500929,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,collocation,6,ABC,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,393.06000000018685,381.4190000000017,393.06000000018685,393.06000000018685,381.4190000000017,393.06000000018685,1,0,393.06000000018685,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
4,1680040863180,28/03/2023 22:01:03,1680026463180,-4,28/03/2023 14:01:03,127819,11,task-t5nj,,28500929,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,collocation,6,ABC,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,138.24099999981263,132.98599999999715,138.24099999981263,138.24099999981263,132.98599999999715,138.24099999981263,1,0,138.24099999981263,0,0,,Click Response,Response,3,object-6,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,
5,1680040863493,28/03/2023 22:01:03,1680026463493,-4,28/03/2023 14:01:03,127819,11,task-t5nj,,28500929,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,collocation,6,ABC,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,317.85499999944295,316.31900000000314,317.85499999944295,317.85499999944295,316.31900000000314,317.85499999944295,1,0,317.85499999944295,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
6,1680040863966,28/03/2023 22:01:03,1680026463966,-4,28/03/2023 14:01:03,127819,11,task-t5nj,,28500929,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,collocation,6,ABC,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,474.43599999981234,465.90000000000146,474.43599999981234,474.43599999981234,465.90000000000146,474.43599999981234,1,0,474.43599999981234,0,0,,Click Response,Response,3,object-6,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (corajoso)",super-heróis corajosos,corajosos super-heróis,opt_b,
7,1680040864253,28/03/2023 22:01:04,1680026464253,-4,28/03/2023 14:01:04,127819,11,task-t5nj,,28500929,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,collocation,6,ABC,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,295.8359999996246,282.2699999999968,295.8359999996246,295.8359999996246,282.2699999999968,295.8359999996246,1,0,295.8359999996246,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
8,1680040864372,28/03/2023 22:01:04,1680026464372,-4,28/03/2023 14:01:04,127819,11,task-t5nj,,28500929,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,collocation,6,ABC,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,132.26599999981408,116.24700000000303,132.26599999981408,132.26599999981408,116.24700000000303,132.26599999981408,1,0,132.26599999981408,0,0,,Click Response,Response,2,object-5,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
9,1680040864733,28/03/2023 22:01:04,1680026464733,-4,28/03/2023 14:01:04,127819,11,task-t5nj,,28500929,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,collocation,6,ABC,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,377.2189999999973,365.89400000000023,377.2189999999973,377.2189999999973,365.89400000000023,377.2189999999973,1,0,377.2189999999973,0,0,,Click Response,Response,3,object-6,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,
10,1680040864989,28/03/2023 22:01:04,1680026464989,-4,28/03/2023 14:01:04,127819,11,task-t5nj,,28500929,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,collocation,6,ABC,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,267.42499999962456,266.1229999999996,267.42499999962456,267.42499999962456,266.1229999999996,267.42499999962456,1,0,267.42499999962456,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,
11,1680040865348,28/03/2023 22:01:05,1680026465348,-4,28/03/2023 14:01:05,127819,11,task-t5nj,,28500929,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,collocation,6,ABC,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,360.6019999994387,349.0109999999986,360.6019999994387,360.6019999994387,349.0109999999986,360.6019999994387,1,0,360.6019999994387,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras. (aventureiro)",Ming aventureiros,aventureiros Ming,opt_b,
12,1680040865349,28/03/2023 22:01:05,1680026465349,-4,28/03/2023 14:01:05,127819,11,task-t5nj,,28500929,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,collocation,6,ABC,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680041048623,28/03/2023 22:04:08,1680026648623,-4,28/03/2023 14:04:08,127819,11,task-t5nj,,28501072,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680041073258,28/03/2023 22:04:33,1680026673258,-4,28/03/2023 14:04:33,127819,11,task-t5nj,,28501072,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,27778,27774.18,27778,27778,27774.18,27778,1,0,27778,0,0,,Click Response,Response,3,object-6,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,
3,1680041103325,28/03/2023 22:05:03,1680026703325,-4,28/03/2023 14:05:03,127819,11,task-t5nj,,28501072,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,30071.82,30069.699,30071.82,30071.82,30069.699,30071.82,1,0,30071.82,0,0,,Click Response,Response,3,object-6,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
4,1680041192308,28/03/2023 22:06:32,1680026792308,-4,28/03/2023 14:06:32,127819,11,task-t5nj,,28501072,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,88983.621,88976.433,88983.621,88983.621,88976.433,88983.621,1,0,88983.621,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
5,1680041198724,28/03/2023 22:06:38,1680026798724,-4,28/03/2023 14:06:38,127819,11,task-t5nj,,28501072,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,6424.088000005955,6413.666999999987,6424.088000005955,6424.088000005955,6413.666999999987,6424.088000005955,1,0,6424.088000005955,0,0,,Click Response,Response,2,object-5,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
6,1680041204106,28/03/2023 22:06:44,1680026804106,-4,28/03/2023 14:06:44,127819,11,task-t5nj,,28501072,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,5391.921000005968,5380.88400000002,5391.921000005968,5391.921000005968,5380.88400000002,5391.921000005968,1,0,5391.921000005968,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
7,1680041214861,28/03/2023 22:06:54,1680026814861,-4,28/03/2023 14:06:54,127819,11,task-t5nj,,28501072,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,10766.037000005948,10761.796000000002,10766.037000005948,10766.037000005948,10761.796000000002,10766.037000005948,1,0,10766.037000005948,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras. (aventureiro)",Ming aventureiros,aventureiros Ming,opt_b,
8,1680041232774,28/03/2023 22:07:12,1680026832774,-4,28/03/2023 14:07:12,127819,11,task-t5nj,,28501072,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,17917.041000017867,17908.526999999973,17917.041000017867,17917.041000017867,17908.526999999973,17917.041000017867,1,0,17917.041000017867,0,0,,Click Response,Response,3,object-6,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,
9,1680041251882,28/03/2023 22:07:31,1680026851882,-4,28/03/2023 14:07:31,127819,11,task-t5nj,,28501072,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,19116.614000011934,19108.09700000001,19116.614000011934,19116.614000011934,19108.09700000001,19116.614000011934,1,0,19116.614000011934,0,0,,Click Response,Response,3,object-6,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,
10,1680041255435,28/03/2023 22:07:35,1680026855435,-4,28/03/2023 14:07:35,127819,11,task-t5nj,,28501072,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,3562.217000000004,3548.311000000016,3562.217000000004,3562.217000000004,3548.311000000016,3562.217000000004,1,0,3562.217000000004,0,0,,Click Response,Response,3,object-6,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (corajoso)",super-heróis corajosos,corajosos super-heróis,opt_b,
11,1680041258345,28/03/2023 22:07:38,1680026858345,-4,28/03/2023 14:07:38,127819,11,task-t5nj,,28501072,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,2923.706000011909,2915.3499999999767,2923.706000011909,2923.706000011909,2915.3499999999767,2923.706000011909,1,0,2923.706000011909,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
12,1680041258350,28/03/2023 22:07:38,1680026858350,-4,28/03/2023 14:07:38,127819,11,task-t5nj,,28501072,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680041316924,28/03/2023 22:08:36,1680026916924,-4,28/03/2023 14:08:36,127819,11,task-t5nj,,28501231,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CAB,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680041333628,28/03/2023 22:08:53,1680026933628,-4,28/03/2023 14:08:53,127819,11,task-t5nj,,28501231,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CAB,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,16718.950000000747,16704.541,16718.950000000747,16718.950000000747,16704.541,16718.950000000747,1,0,16718.950000000747,0,0,,Click Response,Response,3,object-6,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (corajoso)",super-heróis corajosos,corajosos super-heróis,opt_b,
3,1680041346136,28/03/2023 22:09:06,1680026946136,-4,28/03/2023 14:09:06,127819,11,task-t5nj,,28501231,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CAB,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,12519.409000000745,12515.472000000002,12519.409000000745,12519.409000000745,12515.472000000002,12519.409000000745,1,0,12519.409000000745,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
4,1680041362687,28/03/2023 22:09:22,1680026962687,-4,28/03/2023 14:09:22,127819,11,task-t5nj,,28501231,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CAB,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,16554.937000000744,16538.685999999998,16554.937000000744,16554.937000000744,16538.685999999998,16554.937000000744,1,0,16554.937000000744,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,
5,1680041375309,28/03/2023 22:09:35,1680026975309,-4,28/03/2023 14:09:35,127819,11,task-t5nj,,28501231,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CAB,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,12639.150999999256,12632.108,12639.150999999256,12639.150999999256,12632.108,12639.150999999256,1,0,12639.150999999256,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
6,1680041386037,28/03/2023 22:09:46,1680026986037,-4,28/03/2023 14:09:46,127819,11,task-t5nj,,28501231,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CAB,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,10734.44300000149,10720.739999999998,10734.44300000149,10734.44300000149,10720.739999999998,10734.44300000149,1,0,10734.44300000149,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
7,1680041396190,28/03/2023 22:09:56,1680026996190,-4,28/03/2023 14:09:56,127819,11,task-t5nj,,28501231,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CAB,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,10166.502999998513,10155.650999999998,10166.502999998513,10166.502999998513,10155.650999999998,10166.502999998513,1,0,10166.502999998513,0,0,,Click Response,Response,2,object-5,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras. (aventureiro)",Ming aventureiros,aventureiros Ming,opt_b,
8,1680041406816,28/03/2023 22:10:06,1680027006816,-4,28/03/2023 14:10:06,127819,11,task-t5nj,,28501231,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CAB,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,10642.952000000005,10637.587,10642.952000000005,10642.952000000005,10637.587,10642.952000000005,1,0,10642.952000000005,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,
9,1680041418321,28/03/2023 22:10:18,1680027018321,-4,28/03/2023 14:10:18,127819,11,task-t5nj,,28501231,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CAB,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,11510.264999998515,11502.090000000011,11510.264999998515,11510.264999998515,11502.090000000011,11510.264999998515,1,0,11510.264999998515,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,
10,1680041431969,28/03/2023 22:10:31,1680027031969,-4,28/03/2023 14:10:31,127819,11,task-t5nj,,28501231,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CAB,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,13656.274999999994,13646.042000000001,13656.274999999994,13656.274999999994,13646.042000000001,13656.274999999994,1,0,13656.274999999994,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
11,1680041443200,28/03/2023 22:10:43,1680027043200,-4,28/03/2023 14:10:43,127819,11,task-t5nj,,28501231,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CAB,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,11241.632999998503,11235.988999999987,11241.632999998503,11241.632999998503,11235.988999999987,11241.632999998503,1,0,11241.632999998503,0,0,,Click Response,Response,3,object-6,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
12,1680041443205,28/03/2023 22:10:43,1680027043205,-4,28/03/2023 14:10:43,127819,11,task-t5nj,,28501231,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CAB,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680053863939,29/03/2023 01:37:43,1680028663939,-7,28/03/2023 11:37:43,127819,11,task-t5nj,,28502401,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,collocation,6,BAC,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680053906362,29/03/2023 01:38:26,1680028706362,-7,28/03/2023 11:38:26,127819,11,task-t5nj,,28502401,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,collocation,6,BAC,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,42460.78800014305,42448.950000000004,42460.78800014305,42460.78800014305,42448.950000000004,42460.78800014305,1,0,42460.78800014305,0,0,,Click Response,Response,2,object-5,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
3,1680053935689,29/03/2023 01:38:55,1680028735689,-7,28/03/2023 11:38:55,127819,11,task-t5nj,,28502401,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,collocation,6,BAC,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,29340.038000190732,29337.842999999993,29340.038000190732,29340.038000190732,29337.842999999993,29340.038000190732,1,0,29340.038000190732,0,0,,Click Response,Response,2,object-5,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras. (aventureiro)",Ming aventureiros,aventureiros Ming,opt_b,
4,1680053937399,29/03/2023 01:38:57,1680028737399,-7,28/03/2023 11:38:57,127819,11,task-t5nj,,28502401,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,collocation,6,BAC,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,1712.695000190739,1698.3210000000108,1712.695000190739,1712.695000190739,1698.3210000000108,1712.695000190739,1,0,1712.695000190739,0,0,,Click Response,Response,3,object-6,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (corajoso)",super-heróis corajosos,corajosos super-heróis,opt_b,
5,1680053938226,29/03/2023 01:38:58,1680028738226,-7,28/03/2023 11:38:58,127819,11,task-t5nj,,28502401,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,collocation,6,BAC,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,841.3740001907281,832.580999999991,841.3740001907281,841.3740001907281,832.580999999991,841.3740001907281,1,0,841.3740001907281,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,
6,1680053939563,29/03/2023 01:38:59,1680028739563,-7,28/03/2023 11:38:59,127819,11,task-t5nj,,28502401,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,collocation,6,BAC,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,1345.793000190737,1332.2489999999962,1345.793000190737,1345.793000190737,1332.2489999999962,1345.793000190737,1,0,1345.793000190737,0,0,,Click Response,Response,3,object-6,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,
7,1680053940559,29/03/2023 01:39:00,1680028740559,-7,28/03/2023 11:39:00,127819,11,task-t5nj,,28502401,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,collocation,6,BAC,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,1009.0440001907409,998.7320000000036,1009.0440001907409,1009.0440001907409,998.7320000000036,1009.0440001907409,1,0,1009.0440001907409,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
8,1680053941359,29/03/2023 01:39:01,1680028741359,-7,28/03/2023 11:39:01,127819,11,task-t5nj,,28502401,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,collocation,6,BAC,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,810.3120001907373,799.1900000000023,810.3120001907373,810.3120001907373,799.1900000000023,810.3120001907373,1,0,810.3120001907373,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,
