Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Manipulation: Spreadsheet
10,1680046329472,28/03/2023 23:32:09,1680021129472,-7,28/03/2023 09:32:09,127819,11,task-t5nj,,28497593,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,collocation,6,ABC,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,173.9159999821186,167.15999999999985,173.9159999821186,173.9159999821186,167.15999999999985,173.9159999821186,1,0,173.9159999821186,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
11,1680046330125,28/03/2023 23:32:10,1680021130125,-7,28/03/2023 09:32:10,127819,11,task-t5nj,,28497593,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,collocation,6,ABC,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,659.3560000059606,651.924,659.3560000059606,659.3560000059606,651.924,659.3560000059606,1,0,659.3560000059606,0,0,,Click Response,Response,3,object-6,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
12,1680046330126,28/03/2023 23:32:10,1680021130126,-7,28/03/2023 09:32:10,127819,11,task-t5nj,,28497593,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,collocation,6,ABC,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680040514087,28/03/2023 21:55:14,1680022514087,-5,28/03/2023 11:55:14,127819,11,task-t5nj,,28498561,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,collocation,6,ACB,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680040558981,28/03/2023 21:55:58,1680022558981,-5,28/03/2023 11:55:58,127819,11,task-t5nj,,28498561,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,collocation,6,ACB,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,44888,44871,44888,44888,44871,44888,1,0,44888,0,0,,Click Response,Response,3,object-6,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
3,1680040562992,28/03/2023 21:56:02,1680022562992,-5,28/03/2023 11:56:02,127819,11,task-t5nj,,28498561,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,collocation,6,ACB,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,4033,4017,4033,4033,4017,4033,1,0,4033,0,0,,Click Response,Response,3,object-6,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,
4,1680040565691,28/03/2023 21:56:05,1680022565691,-5,28/03/2023 11:56:05,127819,11,task-t5nj,,28498561,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,collocation,6,ACB,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,2717,2700,2717,2717,2700,2717,1,0,2717,0,0,,Click Response,Response,3,object-6,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,
5,1680040586925,28/03/2023 21:56:26,1680022586925,-5,28/03/2023 11:56:26,127819,11,task-t5nj,,28498561,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,collocation,6,ACB,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,21247,21230,21247,21247,21230,21247,1,0,21247,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
6,1680040588638,28/03/2023 21:56:28,1680022588638,-5,28/03/2023 11:56:28,127819,11,task-t5nj,,28498561,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,collocation,6,ACB,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,1734,1717,1734,1734,1717,1734,1,0,1734,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,
7,1680040590138,28/03/2023 21:56:30,1680022590138,-5,28/03/2023 11:56:30,127819,11,task-t5nj,,28498561,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,collocation,6,ACB,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,1516,1500,1516,1516,1500,1516,1,0,1516,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
8,1680040592273,28/03/2023 21:56:32,1680022592273,-5,28/03/2023 11:56:32,127819,11,task-t5nj,,28498561,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,collocation,6,ACB,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,2151,2135,2151,2151,2135,2151,1,0,2151,0,0,,Click Response,Response,3,object-6,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (corajoso)",super-heróis corajosos,corajosos super-heróis,opt_b,
9,1680040593987,28/03/2023 21:56:33,1680022593987,-5,28/03/2023 11:56:33,127819,11,task-t5nj,,28498561,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,collocation,6,ACB,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,1732,1716,1732,1732,1716,1732,1,0,1732,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras. (aventureiro)",Ming aventureiros,aventureiros Ming,opt_b,
10,1680040595624,28/03/2023 21:56:35,1680022595624,-5,28/03/2023 11:56:35,127819,11,task-t5nj,,28498561,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,collocation,6,ACB,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,1652,1635,1652,1652,1635,1652,1,0,1652,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
11,1680040597055,28/03/2023 21:56:37,1680022597055,-5,28/03/2023 11:56:37,127819,11,task-t5nj,,28498561,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,collocation,6,ACB,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,1449,1432,1449,1449,1432,1449,1,0,1449,0,0,,Click Response,Response,3,object-6,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
12,1680040597065,28/03/2023 21:56:37,1680022597065,-5,28/03/2023 11:56:37,127819,11,task-t5nj,,28498561,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,collocation,6,ACB,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680037261728,28/03/2023 21:01:01,1680022861728,-4,28/03/2023 13:01:01,127819,11,task-t5nj,,28498726,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,collocation,6,CAB,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680037290428,28/03/2023 21:01:30,1680022890428,-4,28/03/2023 13:01:30,127819,11,task-t5nj,,28498726,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,collocation,6,CAB,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,28705.69599998808,28701.597999999998,28705.69599998808,28705.69599998808,28701.597999999998,28705.69599998808,1,0,28705.69599998808,0,0,,Click Response,Response,3,object-6,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (corajoso)",super-heróis corajosos,corajosos super-heróis,opt_b,
3,1680037295126,28/03/2023 21:01:35,1680022895126,-4,28/03/2023 13:01:35,127819,11,task-t5nj,,28498726,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,collocation,6,CAB,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,4701.998000023843,4700.266000000003,4701.998000023843,4701.998000023843,4700.266000000003,4701.998000023843,1,0,4701.998000023843,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
4,1680037298942,28/03/2023 21:01:38,1680022898942,-4,28/03/2023 13:01:38,127819,11,task-t5nj,,28498726,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,collocation,6,CAB,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,3817.831999988077,3816.881000000001,3817.831999988077,3817.831999988077,3816.881000000001,3817.831999988077,1,0,3817.831999988077,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras. (aventureiro)",Ming aventureiros,aventureiros Ming,opt_b,
5,1680037305643,28/03/2023 21:01:45,1680022905643,-4,28/03/2023 13:01:45,127819,11,task-t5nj,,28498726,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,collocation,6,CAB,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,6701.750999999997,6700.382999999994,6701.750999999997,6701.750999999997,6700.382999999994,6701.750999999997,1,0,6701.750999999997,0,0,,Click Response,Response,2,object-5,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
6,1680037331013,28/03/2023 21:02:11,1680022931013,-4,28/03/2023 13:02:11,127819,11,task-t5nj,,28498726,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,collocation,6,CAB,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,25371.368000000002,25368.096000000005,25371.368000000002,25371.368000000002,25368.096000000005,25371.368000000002,1,0,25371.368000000002,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,
7,1680037336345,28/03/2023 21:02:16,1680022936345,-4,28/03/2023 13:02:16,127819,11,task-t5nj,,28498726,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,collocation,6,CAB,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,5335.271999999997,5333.630999999994,5335.271999999997,5335.271999999997,5333.630999999994,5335.271999999997,1,0,5335.271999999997,0,0,,Click Response,Response,3,object-6,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,
8,1680037353581,28/03/2023 21:02:33,1680022953581,-4,28/03/2023 13:02:33,127819,11,task-t5nj,,28498726,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,collocation,6,CAB,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,17237.741000023845,17234.308000000005,17237.741000023845,17237.741000023845,17234.308000000005,17237.741000023845,1,0,17237.741000023845,0,0,,Click Response,Response,3,object-6,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,
9,1680037365264,28/03/2023 21:02:45,1680022965264,-4,28/03/2023 13:02:45,127819,11,task-t5nj,,28498726,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,collocation,6,CAB,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,11686.63300001192,11684.012000000002,11686.63300001192,11686.63300001192,11684.012000000002,11686.63300001192,1,0,11686.63300001192,0,0,,Click Response,Response,3,object-6,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
10,1680037376398,28/03/2023 21:02:56,1680022976398,-4,28/03/2023 13:02:56,127819,11,task-t5nj,,28498726,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,collocation,6,CAB,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,11136.921000023838,11133.94799999999,11136.921000023838,11136.921000023838,11133.94799999999,11136.921000023838,1,0,11136.921000023838,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
11,1680037385799,28/03/2023 21:03:05,1680022985799,-4,28/03/2023 13:03:05,127819,11,task-t5nj,,28498726,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,collocation,6,CAB,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,9403.772999976165,9400.539000000004,9403.772999976165,9403.772999976165,9400.539000000004,9403.772999976165,1,0,9403.772999976165,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
12,1680037385801,28/03/2023 21:03:05,1680022985801,-4,28/03/2023 13:03:05,127819,11,task-t5nj,,28498726,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,collocation,6,CAB,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680041065529,28/03/2023 22:04:25,1680023065529,-5,28/03/2023 12:04:25,127819,11,task-t5nj,,28498844,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,collocation,6,BAC,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680041089580,28/03/2023 22:04:49,1680023089580,-5,28/03/2023 12:04:49,127819,11,task-t5nj,,28498844,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,collocation,6,BAC,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,27156.220999999998,27139.55,27156.220999999998,27156.220999999998,27139.55,27156.220999999998,1,0,27156.220999999998,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
3,1680041106825,28/03/2023 22:05:06,1680023106825,-5,28/03/2023 12:05:06,127819,11,task-t5nj,,28498844,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,collocation,6,BAC,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,17282.337000000003,17265.649,17282.337000000003,17282.337000000003,17265.649,17282.337000000003,1,0,17282.337000000003,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,
4,1680041116725,28/03/2023 22:05:16,1680023116725,-5,28/03/2023 12:05:16,127819,11,task-t5nj,,28498844,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,collocation,6,BAC,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,9920.001000047683,9916.296000000002,9920.001000047683,9920.001000047683,9916.296000000002,9920.001000047683,1,0,9920.001000047683,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,
5,1680041129397,28/03/2023 22:05:29,1680023129397,-5,28/03/2023 12:05:29,127819,11,task-t5nj,,28498844,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,collocation,6,BAC,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,12666.688000000002,12649.523999999998,12666.688000000002,12666.688000000002,12649.523999999998,12666.688000000002,1,0,12666.688000000002,0,0,,Click Response,Response,2,object-5,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
6,1680041143959,28/03/2023 22:05:43,1680023143959,-5,28/03/2023 12:05:43,127819,11,task-t5nj,,28498844,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,collocation,6,BAC,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,14588.181000047683,14581.990000000005,14588.181000047683,14588.181000047683,14581.990000000005,14588.181000047683,1,0,14588.181000047683,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
7,1680041264224,28/03/2023 22:07:44,1680023264224,-5,28/03/2023 12:07:44,127819,11,task-t5nj,,28498844,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,collocation,6,BAC,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,120271.79099995231,120259.42899999999,120271.79099995231,120271.79099995231,120259.42899999999,120271.79099995231,1,0,120271.79099995231,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,
8,1680041265593,28/03/2023 22:07:45,1680023265593,-5,28/03/2023 12:07:45,127819,11,task-t5nj,,28498844,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,collocation,6,BAC,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,1381.9619998569542,1366.5530000000144,1381.9619998569542,1381.9619998569542,1366.5530000000144,1381.9619998569542,1,0,1381.9619998569542,0,0,,Click Response,Response,2,object-5,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (corajoso)",super-heróis corajosos,corajosos super-heróis,opt_b,
9,1680041362716,28/03/2023 22:09:22,1680023362716,-5,28/03/2023 12:09:22,127819,11,task-t5nj,,28498844,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,collocation,6,BAC,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,97137.10899990462,97127.60500000001,97137.10899990462,97137.10899990462,97127.60500000001,97137.10899990462,1,0,97137.10899990462,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
10,1680041365277,28/03/2023 22:09:25,1680023365277,-5,28/03/2023 12:09:25,127819,11,task-t5nj,,28498844,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,collocation,6,BAC,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,2571.2039999522967,2566.4400000000023,2571.2039999522967,2571.2039999522967,2566.4400000000023,2571.2039999522967,1,0,2571.2039999522967,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras. (aventureiro)",Ming aventureiros,aventureiros Ming,opt_b,
11,1680041367542,28/03/2023 22:09:27,1680023367542,-5,28/03/2023 12:09:27,127819,11,task-t5nj,,28498844,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,collocation,6,BAC,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,2269.863999856927,2266.5199999999604,2269.863999856927,2269.863999856927,2266.5199999999604,2269.863999856927,1,0,2269.863999856927,0,0,,Click Response,Response,2,object-5,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
12,1680041367545,28/03/2023 22:09:27,1680023367545,-5,28/03/2023 12:09:27,127819,11,task-t5nj,,28498844,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x625,,collocation,6,BAC,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680037610427,28/03/2023 21:06:50,1680023210427,-4,28/03/2023 13:06:50,127819,11,task-t5nj,,28498923,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,collocation,6,ABC,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680037625672,28/03/2023 21:07:05,1680023225672,-4,28/03/2023 13:07:05,127819,11,task-t5nj,,28498923,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,collocation,6,ABC,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,15256.050999999907,15244.803999999998,15256.050999999907,15256.050999999907,15244.803999999998,15256.050999999907,1,0,15256.050999999907,0,0,,Click Response,Response,2,object-5,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
3,1680037637134,28/03/2023 21:07:17,1680023237134,-4,28/03/2023 13:07:17,127819,11,task-t5nj,,28498923,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,collocation,6,ABC,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,11472.947000000095,11462.868000000002,11472.947000000095,11472.947000000095,11462.868000000002,11472.947000000095,1,0,11472.947000000095,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
4,1680037643641,28/03/2023 21:07:23,1680023243641,-4,28/03/2023 13:07:23,127819,11,task-t5nj,,28498923,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,collocation,6,ABC,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,6517.679000000186,6514.451000000001,6517.679000000186,6517.679000000186,6514.451000000001,6517.679000000186,1,0,6517.679000000186,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
5,1680037651816,28/03/2023 21:07:31,1680023251816,-4,28/03/2023 13:07:31,127819,11,task-t5nj,,28498923,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,collocation,6,ABC,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,8177.328000000278,8163.917999999998,8177.328000000278,8177.328000000278,8163.917999999998,8177.328000000278,1,0,8177.328000000278,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
6,1680037667287,28/03/2023 21:07:47,1680023267287,-4,28/03/2023 13:07:47,127819,11,task-t5nj,,28498923,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,collocation,6,ABC,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,15484.810000000187,15478.120000000003,15484.810000000187,15484.810000000187,15478.120000000003,15484.810000000187,1,0,15484.810000000187,0,0,,Click Response,Response,2,object-5,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (corajoso)",super-heróis corajosos,corajosos super-heróis,opt_b,
7,1680037686605,28/03/2023 21:08:06,1680023286605,-4,28/03/2023 13:08:06,127819,11,task-t5nj,,28498923,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,collocation,6,ABC,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,19324.790000000277,19310.143000000004,19324.790000000277,19324.790000000277,19310.143000000004,19324.790000000277,1,0,19324.790000000277,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,
8,1680037691739,28/03/2023 21:08:11,1680023291739,-4,28/03/2023 13:08:11,127819,11,task-t5nj,,28498923,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,collocation,6,ABC,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,5148.297000000006,5131.635999999999,5148.297000000006,5148.297000000006,5131.635999999999,5148.297000000006,1,0,5148.297000000006,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,
9,1680037699107,28/03/2023 21:08:19,1680023299107,-4,28/03/2023 13:08:19,127819,11,task-t5nj,,28498923,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,collocation,6,ABC,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,7384.811000000089,7380.820999999996,7384.811000000089,7384.811000000089,7380.820999999996,7384.811000000089,1,0,7384.811000000089,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
